Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Devise
11/12/2020,"10,8857","10,8975","10,9189","10,8738","173,78K","-0,07%",EUR/MAD
10/12/2020,"10,8935","10,8834","10,9195","10,8635","180,65K","0,14%",EUR/MAD
09/12/2020,"10,8782","10,8912","10,9186","10,8618","279,65K","-0,07%",EUR/MAD
08/12/2020,"10,8863","10,8997","10,9186","10,8747","298,20K","-0,02%",EUR/MAD
07/12/2020,"10,8886","10,8888","10,9283","10,8771","222,15K","0,03%",EUR/MAD
04/12/2020,"10,8852","10,9128","10,9345","10,8837","169,22K","-0,20%",EUR/MAD
03/12/2020,"10,9073","10,9286","10,9397","10,9002","187,95K","-0,14%",EUR/MAD
02/12/2020,"10,9229","10,9046","10,9361","10,8900","156,35K","0,20%",EUR/MAD
01/12/2020,"10,9016","10,8576","10,9150","10,8353","175,73K","0,43%",EUR/MAD
30/11/2020,"10,8547","10,8524","10,8935","10,8339","170,87K","0,18%",EUR/MAD
27/11/2020,"10,8354","10,8329","10,8622","10,8152","136,77K","0,10%",EUR/MAD
26/11/2020,"10,8250","10,8302","10,8504","10,8133","145,60K","-0,01%",EUR/MAD
25/11/2020,"10,8262","10,8202","10,8442","10,8004","166,63K","0,10%",EUR/MAD
24/11/2020,"10,8149","10,8048","10,8338","10,7847","183,47K","0,13%",EUR/MAD
23/11/2020,"10,8009","10,7872","10,8350","10,7798","128,50K","0,03%",EUR/MAD
20/11/2020,"10,7978","10,8275","10,8395","10,7863","227,83K","-0,18%",EUR/MAD
19/11/2020,"10,8174","10,8119","10,8351","10,7921","155,58K","0,14%",EUR/MAD
18/11/2020,"10,8023","10,8254","10,8425","10,8002","160,85K","-0,12%",EUR/MAD
17/11/2020,"10,8153","10,8251","10,8456","10,8090","160,57K","-0,07%",EUR/MAD
16/11/2020,"10,8231","10,8064","10,8402","10,7930","161,60K","0,12%",EUR/MAD
13/11/2020,"10,8101","10,8091","10,8294","10,7876","169,78K","0,04%",EUR/MAD
12/11/2020,"10,8053","10,8003","10,8255","10,7818","223,63K","0,09%",EUR/MAD
11/11/2020,"10,7959","10,8077","10,8455","10,7790","240,30K","-0,12%",EUR/MAD
10/11/2020,"10,8084","10,8138","10,8432","10,7918","293,11K","-0,01%",EUR/MAD
09/11/2020,"10,8094","10,8242","10,8574","10,7935","238,02K","-0,04%",EUR/MAD
06/11/2020,"10,8134","10,8125","10,8492","10,7919","172,55K","0,00%",EUR/MAD
05/11/2020,"10,8132","10,7895","10,8359","10,7634","203,97K","0,33%",EUR/MAD
04/11/2020,"10,7777","10,7788","10,8077","10,7313","223,12K","0,09%",EUR/MAD
03/11/2020,"10,7677","10,7548","10,7941","10,7369","182,52K","0,17%",EUR/MAD
02/11/2020,"10,7491","10,7612","10,7694","10,7288","187,53K","0,02%",EUR/MAD
30/10/2020,"10,7466","10,7662","10,7829","10,7407","149,61K","-0,13%",EUR/MAD
29/10/2020,"10,7605","10,7934","10,8021","10,7429","194,99K","-0,22%",EUR/MAD
28/10/2020,"10,7847","10,8067","10,8161","10,7691","210,15K","-0,17%",EUR/MAD
27/10/2020,"10,8033","10,8252","10,8463","10,7927","163,44K","-0,10%",EUR/MAD
26/10/2020,"10,8141","10,8468","10,8549","10,8082","113,12K","-0,32%",EUR/MAD
23/10/2020,"10,8486","10,8361","10,8768","10,8190","184,78K","0,20%",EUR/MAD
22/10/2020,"10,8269","10,8591","10,8646","10,8170","135,33K","-0,21%",EUR/MAD
21/10/2020,"10,8501","10,8219","10,8717","10,8109","184,64K","0,35%",EUR/MAD
20/10/2020,"10,8118","10,8106","10,8449","10,7907","186,01K","0,08%",EUR/MAD
19/10/2020,"10,8030","10,7802","10,8273","10,7533","140,76K","0,17%",EUR/MAD
16/10/2020,"10,7850","10,7948","10,8097","10,7731","205,82K","-0,05%",EUR/MAD
15/10/2020,"10,7900","10,8147","10,8305","10,7731","212,46K","-0,15%",EUR/MAD
14/10/2020,"10,8060","10,8304","10,8408","10,7977","195,66K","-0,18%",EUR/MAD
13/10/2020,"10,8256","10,8602","10,8673","10,8105","195,21K","-0,18%",EUR/MAD
12/10/2020,"10,8449","10,8680","10,8802","10,8326","166,01K","-0,21%",EUR/MAD
09/10/2020,"10,8677","10,8710","10,8954","10,8364","147,88K","-0,05%",EUR/MAD
08/10/2020,"10,8726","10,8863","10,9070","10,8505","203,51K","-0,08%",EUR/MAD
07/10/2020,"10,8815","10,8680","10,9043","10,8606","182,32K","0,22%",EUR/MAD
06/10/2020,"10,8580","10,9026","10,9218","10,8541","222,07K","-0,32%",EUR/MAD
05/10/2020,"10,8934","10,8384","10,9221","10,8209","139,15K","0,43%",EUR/MAD
02/10/2020,"10,8468","10,8635","10,8820","10,8294","213,69K","-0,07%",EUR/MAD
01/10/2020,"10,8543","10,8333","10,8729","10,8161","226,56K","0,24%",EUR/MAD
30/09/2020,"10,8285","10,8567","10,8660","10,8115","164,22K","-0,18%",EUR/MAD
29/09/2020,"10,8480","10,8256","10,8654","10,8098","152,86K","0,25%",EUR/MAD
28/09/2020,"10,8208","10,8055","10,8392","10,7837","105,42K","0,14%",EUR/MAD
25/09/2020,"10,8053","10,8181","10,8366","10,7935","236,17K","-0,10%",EUR/MAD
24/09/2020,"10,8166","10,8188","10,8409","10,7950","226,14K","0,02%",EUR/MAD
23/09/2020,"10,8145","10,8406","10,8553","10,8020","244,25K","-0,14%",EUR/MAD
22/09/2020,"10,8302","10,8864","10,9016","10,8198","216,48K","-0,43%",EUR/MAD
21/09/2020,"10,8768","10,9226","10,9518","10,8614","215,44K","-0,48%",EUR/MAD
18/09/2020,"10,9292","10,9333","10,9669","10,9136","185,44K","0,05%",EUR/MAD
17/09/2020,"10,9236","10,9207","10,9394","10,8853","209,52K","0,11%",EUR/MAD
16/09/2020,"10,9113","10,9298","10,9571","10,9003","186,93K","-0,10%",EUR/MAD
15/09/2020,"10,9223","10,8869","10,9539","10,8697","155,22K","0,38%",EUR/MAD
14/09/2020,"10,8811","10,8691","10,9045","10,8433","142,35K","0,18%",EUR/MAD
11/09/2020,"10,8613","10,8464","10,8870","10,8411","131,06K","0,18%",EUR/MAD
10/09/2020,"10,8422","10,8439","10,8868","10,8298","143,57K","0,05%",EUR/MAD
09/09/2020,"10,8366","10,8458","10,8670","10,8125","155,24K","0,04%",EUR/MAD
08/09/2020,"10,8321","10,8474","10,8584","10,8152","150,29K","-0,11%",EUR/MAD
07/09/2020,"10,8445","10,8564","10,8890","10,8284","100,82K","-0,23%",EUR/MAD
04/09/2020,"10,8699","10,8851","10,8989","10,8370","184,49K","-0,05%",EUR/MAD
03/09/2020,"10,8758","10,8797","10,8946","10,8416","192,33K","-0,02%",EUR/MAD
02/09/2020,"10,8776","10,8982","10,9213","10,8609","192,73K","-0,14%",EUR/MAD
01/09/2020,"10,8924","10,9080","10,9466","10,8728","197,22K","-0,10%",EUR/MAD
31/08/2020,"10,9032","10,8843","10,9260","10,8756","145,26K","0,04%",EUR/MAD
28/08/2020,"10,8983","10,8896","10,9318","10,8610","172,95K","0,12%",EUR/MAD
27/08/2020,"10,8857","10,8821","10,9286","10,8565","209,93K","0,13%",EUR/MAD
26/08/2020,"10,8720","10,8940","10,9090","10,8661","175,78K","-0,16%",EUR/MAD
25/08/2020,"10,8891","10,8927","10,9207","10,8686","190,70K","0,01%",EUR/MAD
24/08/2020,"10,8877","10,8252","10,9333","10,8224","147,07K","0,59%",EUR/MAD
21/08/2020,"10,8243","10,9239","10,9389","10,7949","103,84K","-0,83%",EUR/MAD
20/08/2020,"10,9147","10,8781","10,9329","10,8450","129,37K","0,44%",EUR/MAD
19/08/2020,"10,8671","10,9429","10,9639","10,8694","151,75K","-0,57%",EUR/MAD
18/08/2020,"10,9294","10,9080","10,9648","10,8989","162,47K","0,28%",EUR/MAD
17/08/2020,"10,8989","10,9072","10,9480","10,8898","131,36K","-0,17%",EUR/MAD
14/08/2020,"10,9178","10,9101","10,9325","10,8937","113,94K","0,17%",EUR/MAD
13/08/2020,"10,8996","10,8982","10,9370","10,8911","133,75K","0,05%",EUR/MAD
12/08/2020,"10,8943","10,8841","10,9235","10,8682","149,58K","0,13%",EUR/MAD
11/08/2020,"10,8803","10,8824","10,9187","10,8715","172,43K","0,02%",EUR/MAD
10/08/2020,"10,8781","10,9225","10,9375","10,8760","150,52K","-0,40%",EUR/MAD
07/08/2020,"10,9221","10,9509","10,9677","10,8985","163,29K","-0,17%",EUR/MAD
06/08/2020,"10,9408","10,9752","11,0138","10,9072","175,62K","-0,27%",EUR/MAD
05/08/2020,"10,9704","10,9970","11,0202","10,9667","178,82K","-0,16%",EUR/MAD
04/08/2020,"10,9878","10,9949","11,0167","10,9588","150,99K","0,04%",EUR/MAD
03/08/2020,"10,9829","10,9964","11,0099","10,9567","136,96K","-0,10%",EUR/MAD
31/07/2020,"10,9938","11,0255","11,0668","10,9609","146,47K","-0,18%",EUR/MAD
30/07/2020,"11,0131","11,0028","11,0309","10,9727","157,01K","0,15%",EUR/MAD
29/07/2020,"10,9964","10,9930","11,0239","10,9710","160,29K","0,14%",EUR/MAD
28/07/2020,"10,9811","11,0035","11,0162","10,9715","168,79K","-0,12%",EUR/MAD
27/07/2020,"10,9947","10,9480","11,0223","10,9391","146,81K","0,37%",EUR/MAD
24/07/2020,"10,9545","10,9464","10,9718","10,9264","180,85K","0,13%",EUR/MAD
23/07/2020,"10,9407","10,9453","10,9668","10,9202","170,59K","0,09%",EUR/MAD
22/07/2020,"10,9306","10,9208","10,9572","10,9075","165,21K","0,15%",EUR/MAD
21/07/2020,"10,9139","10,9524","10,9725","10,8853","150,93K","-0,31%",EUR/MAD
20/07/2020,"10,9476","10,9205","10,9697","10,9176","146,84K","0,07%",EUR/MAD
17/07/2020,"10,9397","10,9350","10,9620","10,9200","168,30K","0,08%",EUR/MAD
16/07/2020,"10,9312","10,9448","10,9642","10,9192","190,85K","-0,08%",EUR/MAD
15/07/2020,"10,9403","10,9257","10,9635","10,9141","184,51K","0,19%",EUR/MAD
14/07/2020,"10,9191","10,9018","10,9390","10,8896","202,96K","0,19%",EUR/MAD
13/07/2020,"10,8980","10,8831","10,9238","10,8797","156,47K","0,12%",EUR/MAD
10/07/2020,"10,8846","10,8853","10,9114","10,8718","150,14K","0,05%",EUR/MAD
09/07/2020,"10,8789","10,9089","10,9279","10,8811","161,62K","-0,20%",EUR/MAD
08/07/2020,"10,9010","10,8917","10,9236","10,8755","185,68K","0,19%",EUR/MAD
07/07/2020,"10,8808","10,9057","10,9240","10,8812","189,92K","-0,14%",EUR/MAD
06/07/2020,"10,8959","10,8794","10,9531","10,8775","136,18K","0,02%",EUR/MAD
03/07/2020,"10,8939","10,9028","10,9184","10,8802","183,41K","0,00%",EUR/MAD
02/07/2020,"10,8936","10,9117","10,9394","10,8918","186,89K","-0,12%",EUR/MAD
01/07/2020,"10,9070","10,9066","10,9288","10,8811","170,71K","0,09%",EUR/MAD
30/06/2020,"10,8972","10,9142","10,9233","10,8829","189,88K","-0,07%",EUR/MAD
29/06/2020,"10,9048","10,8981","10,9462","10,8879","158,38K","0,09%",EUR/MAD
26/06/2020,"10,8953","10,8816","10,9238","10,8630","177,93K","0,23%",EUR/MAD
25/06/2020,"10,8699","10,8679","10,8966","10,8504","187,76K","0,05%",EUR/MAD
24/06/2020,"10,8646","10,8787","10,8983","10,8568","182,08K","-0,04%",EUR/MAD
23/06/2020,"10,8685","10,8540","10,8987","10,8364","181,47K","0,22%",EUR/MAD
22/06/2020,"10,8447","10,8181","10,8672","10,8016","146,02K","0,21%",EUR/MAD
19/06/2020,"10,8225","10,8658","10,8730","10,8132","185,45K","-0,29%",EUR/MAD
18/06/2020,"10,8541","10,8729","10,8967","10,8462","183,54K","-0,06%",EUR/MAD
17/06/2020,"10,8610","10,8860","10,9115","10,8518","197,86K","-0,19%",EUR/MAD
16/06/2020,"10,8812","10,9117","10,9385","10,8643","182,04K","-0,25%",EUR/MAD
15/06/2020,"10,9084","10,8816","10,9354","10,8456","165,82K","0,24%",EUR/MAD
12/06/2020,"10,8822","10,9028","10,9310","10,8539","174,42K","-0,14%",EUR/MAD
11/06/2020,"10,8980","10,9579","10,9761","10,8823","202,14K","-0,48%",EUR/MAD
10/06/2020,"10,9507","10,9489","10,9869","10,9141","181,73K","0,09%",EUR/MAD
09/06/2020,"10,9412","10,9316","10,9646","10,8908","180,92K","0,16%",EUR/MAD
08/06/2020,"10,9239","10,9284","10,9476","10,9069","142,90K","0,05%",EUR/MAD
05/06/2020,"10,9183","10,9408","10,9674","10,9098","181,61K","-0,17%",EUR/MAD
04/06/2020,"10,9365","10,8989","10,9592","10,8732","185,73K","0,39%",EUR/MAD
03/06/2020,"10,8941","10,8563","10,9202","10,8384","196,87K","0,39%",EUR/MAD
02/06/2020,"10,8516","10,8821","10,9065","10,8395","190,93K","-0,22%",EUR/MAD
01/06/2020,"10,8750","10,8659","10,9159","10,8505","142,64K","0,14%",EUR/MAD
29/05/2020,"10,8596","10,8659","10,9014","10,8518","183,69K","-0,02%",EUR/MAD
28/05/2020,"10,8616","10,8386","10,8833","10,8251","179,71K","0,30%",EUR/MAD
27/05/2020,"10,8295","10,8365","10,8596","10,8048","174,28K","0,03%",EUR/MAD
26/05/2020,"10,8258","10,7478","10,8452","10,7381","131,09K","0,80%",EUR/MAD
25/05/2020,"10,7397","10,7637","10,7816","10,7283","65,36K","-0,24%",EUR/MAD
22/05/2020,"10,7660","10,7711","10,8000","10,7326","159,88K","0,03%",EUR/MAD
21/05/2020,"10,7630","10,7653","10,8017","10,7349","154,82K","0,07%",EUR/MAD
20/05/2020,"10,7552","10,7437","10,7794","10,7293","164,32K","0,19%",EUR/MAD
19/05/2020,"10,7353","10,7227","10,7713","10,7096","151,06K","0,24%",EUR/MAD
18/05/2020,"10,7093","10,6866","10,7440","10,6715","116,47K","0,18%",EUR/MAD
15/05/2020,"10,6899","10,6566","10,7183","10,6316","130,27K","0,39%",EUR/MAD
14/05/2020,"10,6481","10,6551","10,6702","10,6308","145,68K","-0,02%",EUR/MAD
13/05/2020,"10,6500","10,6620","10,7025","10,6377","157,11K","-0,02%",EUR/MAD
12/05/2020,"10,6519","10,6543","10,6936","10,6307","169,13K","0,06%",EUR/MAD
11/05/2020,"10,6457","10,6475","10,6770","10,6117","122,47K","-0,12%",EUR/MAD
08/05/2020,"10,6582","10,6845","10,7013","10,6432","148,52K","-0,20%",EUR/MAD
07/05/2020,"10,6795","10,6947","10,7238","10,6537","148,87K","-0,06%",EUR/MAD
06/05/2020,"10,6862","10,7414","10,7533","10,6712","149,54K","-0,40%",EUR/MAD
05/05/2020,"10,7288","10,7729","10,7940","10,7188","142,24K","-0,33%",EUR/MAD
04/05/2020,"10,7648","10,8026","10,8078","10,7473","112,72K","-0,34%",EUR/MAD
01/05/2020,"10,8010","10,8048","10,8375","10,7826","122,17K","0,04%",EUR/MAD
30/04/2020,"10,7962","10,7892","10,8179","10,7069","163,72K","0,19%",EUR/MAD
29/04/2020,"10,7760","10,7591","10,8003","10,7280","176,20K","0,24%",EUR/MAD
28/04/2020,"10,7501","10,7899","10,8150","10,7289","173,91K","-0,28%",EUR/MAD
27/04/2020,"10,7802","10,7703","10,8122","10,7608","144,39K","0,06%",EUR/MAD
24/04/2020,"10,7741","10,7744","10,7983","10,6931","159,42K","0,08%",EUR/MAD
23/04/2020,"10,7650","10,7620","10,8272","10,7076","154,04K","0,11%",EUR/MAD
22/04/2020,"10,7530","10,8722","10,8865","10,7521","154,16K","-1,02%",EUR/MAD
21/04/2020,"10,8643","10,8652","10,8860","10,8203","170,48K","0,06%",EUR/MAD
20/04/2020,"10,8581","11,0857","11,0978","10,8521","140,99K","-2,06%",EUR/MAD
17/04/2020,"11,0863","11,0976","11,1312","11,0070","164,76K","-0,03%",EUR/MAD
16/04/2020,"11,0896","11,1430","11,1680","11,0777","170,43K","-0,38%",EUR/MAD
15/04/2020,"11,1318","11,1888","11,1977","11,1193","152,18K","-0,42%",EUR/MAD
14/04/2020,"11,1790","11,1699","11,1991","11,1419","153,37K","0,13%",EUR/MAD
13/04/2020,"11,1641","11,1859","11,2044","11,1482","87,71K","-0,01%",EUR/MAD
10/04/2020,"11,1655","11,1729","11,2004","11,1550","97,71K","0,02%",EUR/MAD
09/04/2020,"11,1638","11,1518","11,2003","11,1075","164,13K","0,18%",EUR/MAD
08/04/2020,"11,1432","11,1622","11,1759","11,1063","172,21K","-0,13%",EUR/MAD
07/04/2020,"11,1574","11,1189","11,1880","11,1014","184,05K","0,40%",EUR/MAD
06/04/2020,"11,1131","11,0972","11,1421","11,0799","138,16K","0,21%",EUR/MAD
03/04/2020,"11,0893","11,1509","11,1644","11,0736","154,18K","-0,47%",EUR/MAD
02/04/2020,"11,1412","11,2010","11,2100","11,1193","174,26K","-0,45%",EUR/MAD
01/04/2020,"11,1913","11,1406","11,2128","11,0850","165,24K","0,55%",EUR/MAD
31/03/2020,"11,1296","11,1041","11,1502","11,0305","164,19K","0,29%",EUR/MAD
30/03/2020,"11,0979","10,9787","11,1434","10,8978","147,62K","0,96%",EUR/MAD
27/03/2020,"10,9924","10,8482","11,0217","10,8166","183,66K","1,46%",EUR/MAD
26/03/2020,"10,8341","10,6992","10,8894","10,6825","180,41K","1,44%",EUR/MAD
25/03/2020,"10,6801","10,6280","10,7113","10,5716","177,83K","0,58%",EUR/MAD
24/03/2020,"10,6185","10,5540","10,6609","10,5389","187,89K","0,72%",EUR/MAD
23/03/2020,"10,5426","10,5070","10,6046","10,4486","171,37K","0,43%",EUR/MAD
20/03/2020,"10,4976","10,5084","10,5834","10,4490","214,22K","-0,06%",EUR/MAD
19/03/2020,"10,5038","10,5807","10,6400","10,4854","225,26K","-0,68%",EUR/MAD
18/03/2020,"10,5760","10,6160","10,6469","10,5249","210,91K","-0,30%",EUR/MAD
17/03/2020,"10,6074","10,6844","10,6988","10,5844","199,71K","-0,63%",EUR/MAD
16/03/2020,"10,6751","10,6205","10,7347","10,5826","180,58K","0,26%",EUR/MAD
13/03/2020,"10,6475","10,6811","10,7029","10,6255","261,74K","-0,27%",EUR/MAD
12/03/2020,"10,6764","10,7106","10,7429","10,6227","256,57K","-0,28%",EUR/MAD
11/03/2020,"10,7059","10,6877","10,7662","10,6824","233,12K","0,21%",EUR/MAD
10/03/2020,"10,6835","10,7775","10,7970","10,6837","229,72K","-0,82%",EUR/MAD
09/03/2020,"10,7722","10,7207","10,8537","10,7085","209,38K","0,55%",EUR/MAD
06/03/2020,"10,7134","10,7262","10,7503","10,6715","183,51K","-0,07%",EUR/MAD
05/03/2020,"10,7211","10,6504","10,7358","10,6313","167,62K","0,76%",EUR/MAD
04/03/2020,"10,6407","10,6516","10,6695","10,6209","195,10K","-0,07%",EUR/MAD
03/03/2020,"10,6479","10,6385","10,6811","10,6161","212,85K","0,17%",EUR/MAD
02/03/2020,"10,6293","10,5622","10,6632","10,5622","181,27K","0,56%",EUR/MAD
28/02/2020,"10,5699","10,5794","10,6115","10,5494","188,88K","0,01%",EUR/MAD
27/02/2020,"10,5687","10,5346","10,5919","10,5238","197,18K","0,44%",EUR/MAD
26/02/2020,"10,5222","10,5366","10,5505","10,5144","189,15K","-0,09%",EUR/MAD
25/02/2020,"10,5320","10,5345","10,5461","10,5098","188,37K","0,02%",EUR/MAD
24/02/2020,"10,5299","10,5311","10,5525","10,4927","142,53K","0,04%",EUR/MAD
21/02/2020,"10,5260","10,5129","10,5453","10,5019","142,05K","0,22%",EUR/MAD
20/02/2020,"10,5024","10,5153","10,5282","10,4950","169,70K","-0,08%",EUR/MAD
19/02/2020,"10,5106","10,5119","10,5249","10,5020","178,86K","0,02%",EUR/MAD
18/02/2020,"10,5083","10,5353","10,5431","10,5027","173,01K","-0,21%",EUR/MAD
17/02/2020,"10,5309","10,5233","10,5477","10,5126","122,30K","0,04%",EUR/MAD
14/02/2020,"10,5263","10,5428","10,5492","10,5207","127,01K","-0,07%",EUR/MAD
13/02/2020,"10,5338","10,5527","10,5634","10,5304","120,82K","-0,13%",EUR/MAD
12/02/2020,"10,5470","10,5689","10,5792","10,5366","117,94K","-0,16%",EUR/MAD
11/02/2020,"10,5643","10,5660","10,5798","10,5561","141,53K","0,02%",EUR/MAD
10/02/2020,"10,5623","10,5835","10,5962","10,5601","120,89K","-0,16%",EUR/MAD
07/02/2020,"10,5790","10,5990","10,6078","10,5778","140,93K","-0,16%",EUR/MAD
06/02/2020,"10,5962","10,6067","10,6184","10,5903","151,47K","-0,04%",EUR/MAD
05/02/2020,"10,6002","10,6231","10,6308","10,5962","137,35K","-0,18%",EUR/MAD
04/02/2020,"10,6195","10,6287","10,6377","10,6166","141,74K","-0,05%",EUR/MAD
03/02/2020,"10,6245","10,6399","10,6467","10,6150","113,41K","-0,14%",EUR/MAD
31/01/2020,"10,6394","10,6210","10,6515","10,6101","123,33K","0,22%",EUR/MAD
30/01/2020,"10,6164","10,6118","10,6324","10,6046","136,22K","0,12%",EUR/MAD
29/01/2020,"10,6032","10,6357","10,6439","10,6009","112,01K","-0,26%",EUR/MAD
28/01/2020,"10,6310","10,6273","10,6423","10,6164","118,05K","0,07%",EUR/MAD
27/01/2020,"10,6236","10,6208","10,6466","10,6142","113,16K","-0,06%",EUR/MAD
24/01/2020,"10,6300","10,6460","10,6588","10,6251","125,97K","-0,10%",EUR/MAD
23/01/2020,"10,6409","10,6572","10,6758","10,6372","124,94K","-0,13%",EUR/MAD
22/01/2020,"10,6551","10,6596","10,6665","10,6456","119,15K","0,07%",EUR/MAD
21/01/2020,"10,6481","10,6541","10,6721","10,6468","106,11K","0,03%",EUR/MAD
20/01/2020,"10,6454","10,6540","10,6754","10,6413","80,19K","-0,15%",EUR/MAD
17/01/2020,"10,6611","10,6795","10,6955","10,6422","118,90K","-0,13%",EUR/MAD
16/01/2020,"10,6752","10,6776","10,7080","10,6669","142,11K","0,02%",EUR/MAD
15/01/2020,"10,6729","10,6700","10,6884","10,6515","155,48K","0,12%",EUR/MAD
14/01/2020,"10,6603","10,6618","10,6741","10,6446","150,15K","0,02%",EUR/MAD
13/01/2020,"10,6585","10,6642","10,6788","10,6475","135,53K","0,00%",EUR/MAD
10/01/2020,"10,6583","10,6695","10,6781","10,6419","127,72K","-0,06%",EUR/MAD
09/01/2020,"10,6644","10,6788","10,6901","10,6601","146,83K","-0,05%",EUR/MAD
08/01/2020,"10,6701","10,7021","10,7114","10,6662","168,16K","-0,22%",EUR/MAD
07/01/2020,"10,6938","10,7115","10,7214","10,6837","145,31K","-0,16%",EUR/MAD
06/01/2020,"10,7106","10,7219","10,7408","10,7010","112,70K","-0,01%",EUR/MAD
03/01/2020,"10,7113","10,7246","10,7356","10,7008","130,45K","-0,10%",EUR/MAD
02/01/2020,"10,7218","10,7204","10,7601","10,7154","110,35K","0,10%",EUR/MAD
01/01/2020,"10,7106","10,7315","10,7394","10,7146","6,24K","-0,10%",EUR/MAD
31/12/2019,"10,7212","10,7550","10,7752","10,7178","124,03K","-0,28%",EUR/MAD
30/12/2019,"10,7512","10,7239","10,7731","10,7191","104,33K","0,26%",EUR/MAD
27/12/2019,"10,7236","10,6906","10,7382","10,6797","103,00K","0,36%",EUR/MAD
26/12/2019,"10,6854","10,6834","10,7014","10,6733","65,72K","0,08%",EUR/MAD
25/12/2019,"10,6773","10,6881","10,7043","10,6714","55,30K","-0,06%",EUR/MAD
24/12/2019,"10,6834","10,6805","10,6959","10,6644","141,39K","0,07%",EUR/MAD
23/12/2019,"10,6758","10,6712","10,6976","10,6652","99,96K","0,05%",EUR/MAD
20/12/2019,"10,6703","10,7016","10,7114","10,6602","102,78K","-0,25%",EUR/MAD
19/12/2019,"10,6969","10,6935","10,7141","10,6852","102,19K","0,08%",EUR/MAD
18/12/2019,"10,6888","10,7076","10,7180","10,6818","125,85K","-0,14%",EUR/MAD
17/12/2019,"10,7038","10,7062","10,7255","10,6926","127,62K","0,06%",EUR/MAD
16/12/2019,"10,6974","10,6805","10,7174","10,6805","102,76K","0,13%",EUR/MAD
13/12/2019,"10,6832","10,6892","10,7227","10,6749","126,08K","-0,02%",EUR/MAD
12/12/2019,"10,6850","10,7050","10,7233","10,6713","114,59K","-0,14%",EUR/MAD
11/12/2019,"10,7002","10,6914","10,7235","10,6757","116,38K","0,11%",EUR/MAD
10/12/2019,"10,6886","10,6873","10,7037","10,6697","118,99K","0,06%",EUR/MAD
09/12/2019,"10,6826","10,6629","10,6988","10,6587","96,98K","0,15%",EUR/MAD
06/12/2019,"10,6669","10,6811","10,6929","10,6570","88,71K","-0,12%",EUR/MAD
05/12/2019,"10,6793","10,6686","10,6911","10,6525","99,94K","0,20%",EUR/MAD
04/12/2019,"10,6580","10,6705","10,6858","10,6509","108,03K","-0,04%",EUR/MAD
03/12/2019,"10,6622","10,6706","10,6779","10,6528","110,97K","0,01%",EUR/MAD
02/12/2019,"10,6609","10,6342","10,6805","10,6321","97,35K","0,26%",EUR/MAD
29/11/2019,"10,6337","10,6339","10,6578","10,6159","104,15K","0,08%",EUR/MAD
28/11/2019,"10,6247","10,6245","10,6368","10,6107","86,98K","0,08%",EUR/MAD
27/11/2019,"10,6164","10,6295","10,6407","10,6058","125,96K","-0,08%",EUR/MAD
26/11/2019,"10,6249","10,6390","10,6438","10,6151","120,93K","-0,05%",EUR/MAD
25/11/2019,"10,6303","10,6322","10,6477","10,6221","94,85K","-0,04%",EUR/MAD
22/11/2019,"10,6345","10,6574","10,6699","10,6231","125,09K","-0,12%",EUR/MAD
21/11/2019,"10,6478","10,6648","10,6834","10,6441","135,32K","-0,14%",EUR/MAD
20/11/2019,"10,6626","10,6818","10,6904","10,6484","140,30K","-0,11%",EUR/MAD
19/11/2019,"10,6740","10,6862","10,7043","10,6632","107,16K","-0,02%",EUR/MAD
18/11/2019,"10,6766","10,6670","10,7046","10,6631","64,20K","0,11%",EUR/MAD
15/11/2019,"10,6652","10,6663","10,6848","10,6550","125,56K","0,03%",EUR/MAD
14/11/2019,"10,6616","10,6404","10,6730","10,6327","145,67K","0,20%",EUR/MAD
13/11/2019,"10,6406","10,6628","10,6741","10,6326","136,71K","-0,16%",EUR/MAD
12/11/2019,"10,6581","10,6717","10,6855","10,6531","115,13K","-0,10%",EUR/MAD
11/11/2019,"10,6685","10,6678","10,6823","10,6562","68,78K","0,13%",EUR/MAD
08/11/2019,"10,6550","10,6815","10,6925","10,6570","100,75K","-0,15%",EUR/MAD
07/11/2019,"10,6714","10,6947","10,7035","10,6629","128,93K","-0,13%",EUR/MAD
06/11/2019,"10,6850","10,6941","10,7066","10,6730","117,30K","-0,05%",EUR/MAD
05/11/2019,"10,6904","10,7181","10,7253","10,6753","170,07K","-0,17%",EUR/MAD
04/11/2019,"10,7083","10,7258","10,7414","10,7085","124,82K","-0,14%",EUR/MAD
01/11/2019,"10,7231","10,7295","10,7417","10,7062","129,05K","0,03%",EUR/MAD
31/10/2019,"10,7202","10,7289","10,7448","10,7067","159,97K","-0,03%",EUR/MAD
30/10/2019,"10,7233","10,7025","10,7360","10,6917","146,05K","0,24%",EUR/MAD
29/10/2019,"10,6978","10,7035","10,7128","10,6809","135,09K","0,03%",EUR/MAD
28/10/2019,"10,6947","10,6959","10,7087","10,6834","92,51K","0,06%",EUR/MAD
25/10/2019,"10,6883","10,7002","10,7129","10,6798","97,41K","-0,09%",EUR/MAD
24/10/2019,"10,6975","10,7000","10,7250","10,6874","111,15K","0,02%",EUR/MAD
23/10/2019,"10,6953","10,6930","10,7145","10,6815","124,37K","0,10%",EUR/MAD
22/10/2019,"10,6847","10,7157","10,7245","10,6880","138,34K","-0,21%",EUR/MAD
21/10/2019,"10,7074","10,7014","10,7282","10,6944","104,89K","-0,08%",EUR/MAD
