Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Devise
30/01/2026,"10,8109","10,8274","10,8495","10,7941",,"-0,15%",EUR/MAD
29/01/2026,"10,8274","10,8220","10,8568","10,8024",,"0,04%",EUR/MAD
28/01/2026,"10,8226","10,9024","10,9072","10,7934",,"-0,74%",EUR/MAD
27/01/2026,"10,9029","10,7898","10,9368","10,7688",,"1,09%",EUR/MAD
26/01/2026,"10,7857","10,7734","10,8331","10,7678",,"0,11%",EUR/MAD
23/01/2026,"10,7738","10,7598","10,7887","10,7389",,"-0,06%",EUR/MAD
22/01/2026,"10,7805","10,7388","10,7820","10,7172",,"0,38%",EUR/MAD
21/01/2026,"10,7397","10,7479","10,7744","10,7231",,"-0,14%",EUR/MAD
20/01/2026,"10,7549","10,7335","10,7903","10,7151",,"0,23%",EUR/MAD
19/01/2026,"10,7302","10,6857","10,7450","10,6751",,"0,22%",EUR/MAD
16/01/2026,"10,7069","10,7112","10,7294","10,6915",,"-0,04%",EUR/MAD
15/01/2026,"10,7112","10,7266","10,7446","10,7021",,"-0,19%",EUR/MAD
14/01/2026,"10,7314","10,7262","10,7542","10,7093",,"0,05%",EUR/MAD
13/01/2026,"10,7257","10,7404","10,7579","10,7105",,"-0,17%",EUR/MAD
12/01/2026,"10,7440","10,7417","10,8104","10,7288",,"-0,06%",EUR/MAD
09/01/2026,"10,7503","10,7648","10,7837","10,7373",,"-0,13%",EUR/MAD
08/01/2026,"10,7648","10,7587","10,7744","10,7391",,"0,05%",EUR/MAD
07/01/2026,"10,7589","10,7228","10,7883","10,7199",,"0,33%",EUR/MAD
06/01/2026,"10,7237","10,7389","10,7710","10,7189",,"-0,14%",EUR/MAD
05/01/2026,"10,7384","10,6960","10,7473","10,6480",,"0,43%",EUR/MAD
02/01/2026,"10,6923","10,7075","10,7369","10,6875",,"-0,11%",EUR/MAD
01/01/2026,"10,7043","10,7112","10,7133","10,7016",,"-0,07%",EUR/MAD
31/12/2025,"10,7113","10,7113","10,7271","10,6885",,"0,00%",EUR/MAD
30/12/2025,"10,7113","10,7164","10,7266","10,6906",,"-0,06%",EUR/MAD
29/12/2025,"10,7177","10,7350","10,7496","10,6932",,"-0,25%",EUR/MAD
26/12/2025,"10,7448","10,7218","10,7541","10,7205",,"0,24%",EUR/MAD
25/12/2025,"10,7195","10,7278","10,7511","10,7172",,"-0,08%",EUR/MAD
24/12/2025,"10,7279","10,7671","10,7752","10,7231",,"-0,36%",EUR/MAD
23/12/2025,"10,7671","10,7417","10,7801","10,7287",,"0,14%",EUR/MAD
22/12/2025,"10,7517","10,7288","10,7623","10,7203",,"0,15%",EUR/MAD
19/12/2025,"10,7353","10,7380","10,7589","10,7206",,"-0,17%",EUR/MAD
18/12/2025,"10,7538","10,7511","10,7726","10,7206",,"0,03%",EUR/MAD
17/12/2025,"10,7511","10,7569","10,7628","10,7238",,"-0,08%",EUR/MAD
16/12/2025,"10,7592","10,7872","10,7962","10,7480",,"-0,27%",EUR/MAD
15/12/2025,"10,7881","10,7858","10,8006","10,7663",,"-0,02%",EUR/MAD
12/12/2025,"10,7903","10,7706","10,8109","10,7585",,"0,18%",EUR/MAD
11/12/2025,"10,7707","10,7732","10,7940","10,7556",,"-0,02%",EUR/MAD
10/12/2025,"10,7732","10,7602","10,7919","10,7453",,"0,12%",EUR/MAD
09/12/2025,"10,7606","10,7805","10,7920","10,7459",,"-0,19%",EUR/MAD
08/12/2025,"10,7815","10,7457","10,8040","10,7367",,"0,27%",EUR/MAD
05/12/2025,"10,7526","10,7532","10,7783","10,7346",,"-0,01%",EUR/MAD
04/12/2025,"10,7532","10,7663","10,7840","10,7414",,"-0,14%",EUR/MAD
03/12/2025,"10,7678","10,7335","10,7874","10,7297",,"0,32%",EUR/MAD
02/12/2025,"10,7336","10,7472","10,7639","10,7236",,"-0,11%",EUR/MAD
01/12/2025,"10,7458","10,7428","10,7741","10,7296",,"-0,03%",EUR/MAD
28/11/2025,"10,7494","10,7375","10,7681","10,7172",,"0,11%",EUR/MAD
27/11/2025,"10,7375","10,7213","10,7572","10,6998",,"0,15%",EUR/MAD
26/11/2025,"10,7213","10,7254","10,7383","10,6963",,"-0,04%",EUR/MAD
25/11/2025,"10,7254","10,7049","10,7323","10,6850",,"0,19%",EUR/MAD
24/11/2025,"10,7049","10,6854","10,7158","10,6756",,"0,06%",EUR/MAD
21/11/2025,"10,6988","10,6996","10,7228","10,6793",,"-0,02%",EUR/MAD
20/11/2025,"10,7013","10,7003","10,7187","10,6774",,"0,00%",EUR/MAD
19/11/2025,"10,7014","10,7197","10,7395","10,6847",,"-0,18%",EUR/MAD
18/11/2025,"10,7205","10,7334","10,7397","10,6995",,"-0,12%",EUR/MAD
17/11/2025,"10,7329","10,7329","10,7442","10,6989",,"-0,09%",EUR/MAD
14/11/2025,"10,7428","10,7605","10,7740","10,7198",,"-0,15%",EUR/MAD
13/11/2025,"10,7586","10,7602","10,7843","10,7391",,"-0,02%",EUR/MAD
12/11/2025,"10,7606","10,7442","10,7715","10,7287",,"0,15%",EUR/MAD
11/11/2025,"10,7443","10,7183","10,7636","10,6994",,"0,19%",EUR/MAD
10/11/2025,"10,7234","10,7101","10,7372","10,6861",,"0,05%",EUR/MAD
07/11/2025,"10,7182","10,7136","10,7380","10,6936",,"0,04%",EUR/MAD
06/11/2025,"10,7138","10,6965","10,7246","10,6865",,"0,16%",EUR/MAD
05/11/2025,"10,6967","10,6957","10,7124","10,6733",,"0,01%",EUR/MAD
04/11/2025,"10,6957","10,7261","10,7437","10,6789",,"-0,29%",EUR/MAD
03/11/2025,"10,7265","10,7138","10,7463","10,6910",,"0,10%",EUR/MAD
31/10/2025,"10,7157","10,7121","10,7491","10,6947",,"0,03%",EUR/MAD
30/10/2025,"10,7121","10,7263","10,7517","10,6947",,"-0,14%",EUR/MAD
29/10/2025,"10,7267","10,7377","10,7523","10,6996",,"-0,12%",EUR/MAD
28/10/2025,"10,7401","10,7201","10,7640","10,7142",,"0,19%",EUR/MAD
27/10/2025,"10,7201","10,7259","10,7523","10,7104",,"-0,16%",EUR/MAD
24/10/2025,"10,7370","10,7263","10,7539","10,6995",,"0,10%",EUR/MAD
23/10/2025,"10,7263","10,7283","10,7517","10,7043",,"-0,01%",EUR/MAD
22/10/2025,"10,7279","10,7192","10,7569","10,7014",,"0,08%",EUR/MAD
21/10/2025,"10,7192","10,7176","10,7311","10,6732",,"-0,02%",EUR/MAD
20/10/2025,"10,7210","10,6882","10,7487","10,6758",,"0,34%",EUR/MAD
17/10/2025,"10,6847","10,7272","10,7634","10,6639",,"-0,40%",EUR/MAD
16/10/2025,"10,7271","10,6936","10,7788","10,6801",,"0,31%",EUR/MAD
15/10/2025,"10,6936","10,6413","10,6984","10,6300",,"0,49%",EUR/MAD
14/10/2025,"10,6415","10,6330","10,6524","10,6145",,"0,08%",EUR/MAD
13/10/2025,"10,6329","10,6241","10,6397","10,5900",,"0,05%",EUR/MAD
10/10/2025,"10,6277","10,5952","10,6347","10,5796",,"0,35%",EUR/MAD
09/10/2025,"10,5908","10,5986","10,6220","10,5783",,"-0,07%",EUR/MAD
08/10/2025,"10,5981","10,6323","10,6423","10,5759",,"-0,39%",EUR/MAD
07/10/2025,"10,6394","10,6748","10,6834","10,6209",,"-0,33%",EUR/MAD
06/10/2025,"10,6743","10,6856","10,7013","10,6478",,"-0,30%",EUR/MAD
03/10/2025,"10,7068","10,6878","10,7130","10,6752",,"0,17%",EUR/MAD
02/10/2025,"10,6882","10,6503","10,7155","10,6411",,"0,36%",EUR/MAD
01/10/2025,"10,6494","10,6639","10,7092","10,6432",,"-0,14%",EUR/MAD
30/09/2025,"10,6643","10,6604","10,7070","10,6369",,"0,04%",EUR/MAD
29/09/2025,"10,6600","10,6396","10,6871","10,6276",,"0,11%",EUR/MAD
26/09/2025,"10,6484","10,6030","10,6582","10,5875",,"0,43%",EUR/MAD
25/09/2025,"10,6031","10,6354","10,6442","10,5844",,"-0,30%",EUR/MAD
24/09/2025,"10,6354","10,6764","10,6789","10,6132",,"-0,39%",EUR/MAD
23/09/2025,"10,6769","10,6564","10,6805","10,6306",,"0,18%",EUR/MAD
22/09/2025,"10,6573","10,5981","10,6611","10,5805",,"0,48%",EUR/MAD
19/09/2025,"10,6068","10,6163","10,6339","10,5915",,"-0,09%",EUR/MAD
18/09/2025,"10,6163","10,6144","10,6403","10,5962",,"0,01%",EUR/MAD
17/09/2025,"10,6148","10,6356","10,6744","10,6009",,"-0,20%",EUR/MAD
16/09/2025,"10,6356","10,5796","10,6459","10,5681",,"0,55%",EUR/MAD
15/09/2025,"10,5769","10,5842","10,6054","10,5582",,"-0,14%",EUR/MAD
12/09/2025,"10,5912","10,5673","10,5958","10,5477",,"0,23%",EUR/MAD
11/09/2025,"10,5673","10,5598","11,0949","10,5353",,"0,07%",EUR/MAD
10/09/2025,"10,5598","10,5743","10,5843","10,5384",,"-0,13%",EUR/MAD
09/09/2025,"10,5739","10,6027","10,6173","10,5532",,"-0,28%",EUR/MAD
08/09/2025,"10,6036","10,6539","10,6709","10,5791",,"-0,47%",EUR/MAD
05/09/2025,"10,6539","10,5878","10,6991","10,5736",,"0,62%",EUR/MAD
04/09/2025,"10,5878","10,5897","10,6120","10,5659",,"0,05%",EUR/MAD
03/09/2025,"10,5822","10,5285","10,6428","10,4973",,"0,50%",EUR/MAD
02/09/2025,"10,5294","10,5512","10,5769","10,4973",,"-0,21%",EUR/MAD
01/09/2025,"10,5512","10,5624","10,6031","10,5252",,"-0,12%",EUR/MAD
29/08/2025,"10,5638","10,5233","10,5851","10,4975",,"0,38%",EUR/MAD
28/08/2025,"10,5233","10,5663","10,5817","10,5057",,"-0,41%",EUR/MAD
27/08/2025,"10,5663","10,5153","10,5703","10,4768",,"0,49%",EUR/MAD
26/08/2025,"10,5144","10,5018","10,5332","10,4666",,"0,12%",EUR/MAD
25/08/2025,"10,5020","10,5475","10,5570","10,4864",,"-0,43%",EUR/MAD
22/08/2025,"10,5475","10,4695","10,5932","10,4487",,"0,75%",EUR/MAD
21/08/2025,"10,4695","10,5109","10,5272","10,4641",,"-0,39%",EUR/MAD
20/08/2025,"10,5109","10,5033","10,5308","10,4807",,"0,06%",EUR/MAD
19/08/2025,"10,5041","10,5175","10,5389","10,4956",,"-0,10%",EUR/MAD
18/08/2025,"10,5149","10,5389","10,5573","10,5108",,"-0,25%",EUR/MAD
15/08/2025,"10,5415","10,4843","10,5546","10,4812",,"0,55%",EUR/MAD
14/08/2025,"10,4834","10,5311","10,5449","10,4659",,"-0,45%",EUR/MAD
13/08/2025,"10,5313","10,5461","10,5803","10,5190",,"-0,13%",EUR/MAD
12/08/2025,"10,5452","10,5218","10,5673","10,4975",,"0,24%",EUR/MAD
11/08/2025,"10,5203","10,5306","10,5489","10,5027",,"-0,01%",EUR/MAD
08/08/2025,"10,5211","10,5399","10,5676","10,5171",,"-0,18%",EUR/MAD
07/08/2025,"10,5402","10,5663","10,5855","10,5087",,"-0,24%",EUR/MAD
06/08/2025,"10,5655","10,5189","10,5812","10,5063",,"0,40%",EUR/MAD
05/08/2025,"10,5239","10,4977","10,5297","10,4754",,"0,25%",EUR/MAD
04/08/2025,"10,4976","10,5087","10,5255","10,4792",,"-0,18%",EUR/MAD
01/08/2025,"10,5163","10,4533","10,5719","10,4257",,"0,61%",EUR/MAD
31/07/2025,"10,4522","10,3812","10,4776","10,3807",,"0,67%",EUR/MAD
30/07/2025,"10,3830","10,4936","10,5209","10,3785",,"-1,05%",EUR/MAD
29/07/2025,"10,4927","10,5041","10,5129","10,4618",,"-0,10%",EUR/MAD
28/07/2025,"10,5037","10,5667","10,5946","10,4950",,"-0,61%",EUR/MAD
25/07/2025,"10,5680","10,5571","10,5803","10,5349",,"0,10%",EUR/MAD
24/07/2025,"10,5571","10,5813","10,5898","10,5427",,"-0,22%",EUR/MAD
23/07/2025,"10,5801","10,5799","10,5853","10,5339",,"0,01%",EUR/MAD
22/07/2025,"10,5787","10,5599","10,5858","10,5276",,"0,19%",EUR/MAD
21/07/2025,"10,5587","10,5304","10,5822","10,4940",,"0,28%",EUR/MAD
18/07/2025,"10,5295","10,5268","10,5610","10,5015",,"0,03%",EUR/MAD
17/07/2025,"10,5268","10,5273","10,5323","10,4749",,"0,05%",EUR/MAD
16/07/2025,"10,5219","10,4996","10,6014","10,4885",,"0,20%",EUR/MAD
15/07/2025,"10,5005","10,5301","10,5453","10,4868",,"-0,28%",EUR/MAD
14/07/2025,"10,5301","10,5254","10,5489","10,4894",,"-0,02%",EUR/MAD
11/07/2025,"10,5327","10,5379","10,5526","10,5134",,"-0,05%",EUR/MAD
10/07/2025,"10,5375","10,5471","10,5770","10,5199",,"-0,09%",EUR/MAD
09/07/2025,"10,5471","10,5619","10,5685","10,5305",,"-0,14%",EUR/MAD
08/07/2025,"10,5614","10,5532","10,5842","10,5295",,"0,09%",EUR/MAD
07/07/2025,"10,5523","10,5738","10,5846","10,5405",,"-0,28%",EUR/MAD
04/07/2025,"10,5819","10,5696","10,6001","10,5575",,"0,12%",EUR/MAD
03/07/2025,"10,5691","10,5979","10,6118","10,5521",,"-0,28%",EUR/MAD
02/07/2025,"10,5984","10,5916","10,6029","10,5509",,"0,06%",EUR/MAD
01/07/2025,"10,5916","10,6029","10,6206","10,5714",,"-0,11%",EUR/MAD
30/06/2025,"10,6034","10,5829","10,6159","10,5672",,"0,15%",EUR/MAD
27/06/2025,"10,5879","10,5676","10,6077","10,5496",,"0,19%",EUR/MAD
26/06/2025,"10,5676","10,5864","10,6246","10,5620",,"-0,18%",EUR/MAD
25/06/2025,"10,5869","10,5601","10,5985","10,5465",,"0,25%",EUR/MAD
24/06/2025,"10,5601","10,5671","10,6038","10,5442",,"-0,07%",EUR/MAD
23/06/2025,"10,5670","10,4862","10,5716","10,4630",,"0,40%",EUR/MAD
20/06/2025,"10,5246","10,5151","10,5440","10,5079",,"0,09%",EUR/MAD
19/06/2025,"10,5151","10,5132","10,5277","10,4981",,"0,04%",EUR/MAD
18/06/2025,"10,5109","10,4781","10,5456","10,4721",,"0,31%",EUR/MAD
17/06/2025,"10,4781","10,5508","10,5590","10,4726",,"-0,65%",EUR/MAD
16/06/2025,"10,5463","10,5112","10,5834","10,5048",,"0,14%",EUR/MAD
13/06/2025,"10,5317","10,5407","10,5709","10,4921",,"-0,08%",EUR/MAD
12/06/2025,"10,5405","10,4900","10,5628","10,4876",,"0,48%",EUR/MAD
11/06/2025,"10,4899","10,4579","10,5034","10,4463",,"0,31%",EUR/MAD
10/06/2025,"10,4572","10,4706","10,4844","10,4240",,"-0,14%",EUR/MAD
09/06/2025,"10,4716","10,4494","10,4876","10,4386",,"0,25%",EUR/MAD
06/06/2025,"10,4453","10,4666","10,4803","10,4329",,"-0,20%",EUR/MAD
05/06/2025,"10,4666","10,4708","10,5037","10,4480",,"-0,04%",EUR/MAD
04/06/2025,"10,4706","10,4721","10,4939","10,4547",,"0,02%",EUR/MAD
03/06/2025,"10,4682","10,5067","10,5231","10,4588",,"-0,38%",EUR/MAD
02/06/2025,"10,5077","10,4672","10,5419","10,4622",,"0,39%",EUR/MAD
30/05/2025,"10,4672","10,4881","10,5055","10,4574",,"-0,20%",EUR/MAD
29/05/2025,"10,4884","10,4630","10,4981","10,4205",,"0,23%",EUR/MAD
28/05/2025,"10,4639","10,4759","10,5478","10,4470",,"-0,11%",EUR/MAD
27/05/2025,"10,4759","10,4798","10,4983","10,4403",,"0,03%",EUR/MAD
26/05/2025,"10,4728","10,4599","10,5092","10,4510",,"0,13%",EUR/MAD
23/05/2025,"10,4595","10,4260","10,4631","10,4112",,"0,32%",EUR/MAD
22/05/2025,"10,4260","10,4427","10,4610","10,4047",,"-0,15%",EUR/MAD
21/05/2025,"10,4417","10,4223","10,4800","10,4138",,"0,19%",EUR/MAD
20/05/2025,"10,4223","10,4064","10,4379","10,3806",,"0,09%",EUR/MAD
19/05/2025,"10,4126","10,3969","10,4437","10,3879",,"0,21%",EUR/MAD
16/05/2025,"10,3904","10,3980","10,4246","10,3654",,"-0,08%",EUR/MAD
15/05/2025,"10,3985","10,3967","10,4294","10,3791",,"0,02%",EUR/MAD
14/05/2025,"10,3967","10,4020","10,4395","10,3816",,"-0,06%",EUR/MAD
13/05/2025,"10,4025","10,3539","10,4136","10,3466",,"0,46%",EUR/MAD
12/05/2025,"10,3545","10,3799","10,4031","10,2983",,"-0,50%",EUR/MAD
09/05/2025,"10,4066","10,4022","10,4258","10,3872",,"0,02%",EUR/MAD
08/05/2025,"10,4044","10,4430","10,4683","10,3898",,"-0,40%",EUR/MAD
07/05/2025,"10,4462","10,4487","10,4828","10,4268",,"-0,03%",EUR/MAD
06/05/2025,"10,4496","10,4479","10,4712","10,4255",,"0,02%",EUR/MAD
05/05/2025,"10,4479","10,4816","10,5092","10,4372",,"-0,40%",EUR/MAD
02/05/2025,"10,4899","10,4970","10,5262","10,4779",,"-0,07%",EUR/MAD
01/05/2025,"10,4970","10,5089","10,5177","10,4686",,"-0,11%",EUR/MAD
30/04/2025,"10,5089","10,5487","10,5639","10,4977",,"-0,37%",EUR/MAD
29/04/2025,"10,5484","10,5776","10,5866","10,5298",,"-0,28%",EUR/MAD
28/04/2025,"10,5776","10,5258","10,5832","10,4876",,"0,52%",EUR/MAD
25/04/2025,"10,5225","10,5630","10,5670","10,5024",,"-0,38%",EUR/MAD
24/04/2025,"10,5630","10,5216","10,5707","10,5164",,"0,39%",EUR/MAD
23/04/2025,"10,5216","10,5617","10,5743","10,5015",,"-0,37%",EUR/MAD
22/04/2025,"10,5603","10,6022","10,6249","10,5443",,"-0,29%",EUR/MAD
21/04/2025,"10,5913","10,5575","10,6895","10,5494",,"0,42%",EUR/MAD
18/04/2025,"10,5467","10,5448","10,5663","10,5228",,"0,13%",EUR/MAD
17/04/2025,"10,5334","10,5604","10,5803","10,5185",,"-0,17%",EUR/MAD
16/04/2025,"10,5515","10,5102","10,5907","10,5068",,"0,44%",EUR/MAD
15/04/2025,"10,5054","10,5471","10,5588","10,5001",,"-0,25%",EUR/MAD
14/04/2025,"10,5313","10,5772","10,6153","10,5060",,"-0,48%",EUR/MAD
11/04/2025,"10,5823","10,5328","10,6688","10,5184",,"0,54%",EUR/MAD
10/04/2025,"10,5257","10,4364","10,5568","10,4300",,"0,89%",EUR/MAD
09/04/2025,"10,4333","10,4522","10,5249","10,4087",,"-0,13%",EUR/MAD
08/04/2025,"10,4471","10,4299","10,4875","10,4169",,"0,20%",EUR/MAD
07/04/2025,"10,4267","10,4009","10,5311","10,3885",,"-0,15%",EUR/MAD
04/04/2025,"10,4424","10,5242","10,5541","10,4312",,"-0,73%",EUR/MAD
03/04/2025,"10,5195","10,4155","10,5714","10,3839",,"0,99%",EUR/MAD
02/04/2025,"10,4167","10,3992","10,4503","10,3760",,"0,23%",EUR/MAD
01/04/2025,"10,3930","10,4170","10,4295","10,3740",,"-0,12%",EUR/MAD
31/03/2025,"10,4057","10,4221","10,4483","10,3848",,"-0,10%",EUR/MAD
28/03/2025,"10,4161","10,4046","10,4465","10,3837",,"0,22%",EUR/MAD
27/03/2025,"10,3932","10,3433","10,4181","10,3212",,"0,54%",EUR/MAD
26/03/2025,"10,3370","10,3495","10,3846","10,3286",,"-0,01%",EUR/MAD
25/03/2025,"10,3382","10,3569","10,3724","10,3128",,"-0,14%",EUR/MAD
24/03/2025,"10,3528","10,4113","10,4567","10,3380",,"-0,57%",EUR/MAD
21/03/2025,"10,4122","10,4660","10,4784","10,3941",,"-0,39%",EUR/MAD
20/03/2025,"10,4534","10,5154","10,5245","10,4461",,"-0,56%",EUR/MAD
19/03/2025,"10,5124","10,5364","10,5412","10,4933",,"-0,06%",EUR/MAD
18/03/2025,"10,5191","10,5442","10,5648","10,5078",,"-0,12%",EUR/MAD
17/03/2025,"10,5313","10,5405","10,5562","10,5170",,"-0,10%",EUR/MAD
14/03/2025,"10,5421","10,5355","10,5590","10,5153",,"0,09%",EUR/MAD
13/03/2025,"10,5323","10,5445","10,5657","10,5117",,"-0,07%",EUR/MAD
12/03/2025,"10,5398","10,5660","10,5812","10,5317",,"-0,10%",EUR/MAD
11/03/2025,"10,5507","10,5518","10,6250","10,5394",,"0,14%",EUR/MAD
10/03/2025,"10,5359","10,5458","10,5705","10,5126",,"-0,08%",EUR/MAD
07/03/2025,"10,5445","10,5264","10,5862","10,5118",,"0,18%",EUR/MAD
06/03/2025,"10,5255","10,5330","10,5640","10,5144",,"0,05%",EUR/MAD
05/03/2025,"10,5198","10,4576","10,5480","10,4361",,"0,64%",EUR/MAD
04/03/2025,"10,4530","10,4017","10,4632","10,3879",,"0,53%",EUR/MAD
03/03/2025,"10,3984","10,3618","10,4193","10,3509",,"0,45%",EUR/MAD
28/02/2025,"10,3522","10,3667","10,3858","10,3329",,"-0,06%",EUR/MAD
27/02/2025,"10,3580","10,4048","10,4115","10,3554",,"-0,31%",EUR/MAD
26/02/2025,"10,3897","10,4349","10,4425","10,3934",,"-0,34%",EUR/MAD
25/02/2025,"10,4256","10,4209","10,4407","10,3991",,"0,09%",EUR/MAD
24/02/2025,"10,4163","10,4156","10,4675","10,4087",,"0,13%",EUR/MAD
21/02/2025,"10,4026","10,4487","10,4660","10,4063",,"-0,33%",EUR/MAD
20/02/2025,"10,4372","10,4099","10,4642","10,3990",,"0,27%",EUR/MAD
19/02/2025,"10,4089","10,4317","10,4407","10,3944",,"-0,06%",EUR/MAD
18/02/2025,"10,4154","10,4409","10,4495","10,4122",,"-0,12%",EUR/MAD
17/02/2025,"10,4279","10,4573","10,4658","10,4176",,"-0,09%",EUR/MAD
14/02/2025,"10,4368","10,4305","10,4770","10,4176",,"0,09%",EUR/MAD
13/02/2025,"10,4274","10,3772","10,4461","10,3705",,"0,59%",EUR/MAD
12/02/2025,"10,3663","10,3750","10,4329","10,3474",,"-0,05%",EUR/MAD
11/02/2025,"10,3714","10,3539","10,3878","10,3439",,"0,20%",EUR/MAD
10/02/2025,"10,3503","10,3364","10,3756","10,2923",,"0,13%",EUR/MAD
07/02/2025,"10,3368","10,3964","10,4135","10,3174",,"-0,52%",EUR/MAD
06/02/2025,"10,3913","10,4176","10,4256","10,3724",,"-0,15%",EUR/MAD
05/02/2025,"10,4067","10,4255","10,4498","10,4093",,"-0,17%",EUR/MAD
04/02/2025,"10,4247","10,3939","10,4386","10,3414",,"0,33%",EUR/MAD
03/02/2025,"10,3908","10,3359","10,4096","10,2394",,"-0,16%",EUR/MAD
31/01/2025,"10,4077","10,4242","10,4726","10,3951",,"-0,13%",EUR/MAD
30/01/2025,"10,4213","10,4072","10,4645","10,3986",,"0,17%",EUR/MAD
29/01/2025,"10,4041","10,4415","10,4560","10,3835",,"-0,31%",EUR/MAD
28/01/2025,"10,4363","10,4875","10,4899","10,4075",,"-0,45%",EUR/MAD
27/01/2025,"10,4834","10,4599","10,5158","10,4258",,"0,18%",EUR/MAD
24/01/2025,"10,4642","10,4285","10,5037","10,4182",,"0,38%",EUR/MAD
23/01/2025,"10,4246","10,4079","10,4480","10,3860",,"0,20%",EUR/MAD
22/01/2025,"10,4038","10,4400","10,4504","10,3943",,"-0,24%",EUR/MAD
21/01/2025,"10,4290","10,4191","10,4597","10,3769",,"0,07%",EUR/MAD
20/01/2025,"10,4217","10,3408","10,4417","10,3327",,"1,00%",EUR/MAD
17/01/2025,"10,3187","10,3474","10,3659","10,3208",,"-0,25%",EUR/MAD
16/01/2025,"10,3441","10,3662","10,3789","10,3283",,"-0,12%",EUR/MAD
15/01/2025,"10,3564","10,3772","10,4022","10,3140",,"-0,09%",EUR/MAD
14/01/2025,"10,3659","10,3167","10,3782","10,2989",,"0,51%",EUR/MAD
13/01/2025,"10,3131","10,3289","10,3385","10,2813",,"-0,08%",EUR/MAD
10/01/2025,"10,3218","10,3608","10,3910","10,3147",,"-0,34%",EUR/MAD
09/01/2025,"10,3567","10,3670","10,3850","10,3460",,"-0,06%",EUR/MAD
08/01/2025,"10,3634","10,3970","10,4092","10,3444",,"-0,29%",EUR/MAD
07/01/2025,"10,3934","10,3994","10,4424","10,3841",,"-0,02%",EUR/MAD
06/01/2025,"10,3958","10,3864","10,4261","10,3525",,"0,07%",EUR/MAD
03/01/2025,"10,3889","10,4093","10,4192","10,3491",,"-0,17%",EUR/MAD
02/01/2025,"10,4062","10,4943","10,5044","10,3606",,"-0,81%",EUR/MAD
01/01/2025,"10,4907","10,4933","10,4984","10,4846",,"0,00%",EUR/MAD
31/12/2024,"10,4902","10,5369","10,5473","10,4832",,"-0,34%",EUR/MAD
30/12/2024,"10,5265","10,5239","10,5625","10,5127",,"0,04%",EUR/MAD
27/12/2024,"10,5219","10,4849","10,5383","10,4615",,"0,46%",EUR/MAD
26/12/2024,"10,4735","10,4653","10,4878","10,4462",,"0,12%",EUR/MAD
25/12/2024,"10,4612","10,4581","10,4811","10,4517",,"0,14%",EUR/MAD
24/12/2024,"10,4467","10,4705","10,4784","10,4321",,"-0,19%",EUR/MAD
23/12/2024,"10,4664","10,4760","10,4976","10,4501",,"-0,03%",EUR/MAD
20/12/2024,"10,4696","10,4326","10,5044","10,4158",,"0,48%",EUR/MAD
19/12/2024,"10,4199","10,4272","10,4606","10,4149",,"-0,04%",EUR/MAD
18/12/2024,"10,4242","10,4831","10,5064","10,4172",,"-0,44%",EUR/MAD
17/12/2024,"10,4706","10,4952","10,5187","10,4629",,"-0,12%",EUR/MAD
16/12/2024,"10,4832","10,4740","10,5120","10,4615",,"0,14%",EUR/MAD
13/12/2024,"10,4685","10,4892","10,5029","10,4528",,"-0,09%",EUR/MAD
12/12/2024,"10,4777","10,4808","10,5281","10,4556",,"0,02%",EUR/MAD
11/12/2024,"10,4757","10,5295","10,5393","10,4616",,"-0,40%",EUR/MAD
10/12/2024,"10,5175","10,5705","10,5779","10,5096",,"-0,45%",EUR/MAD
09/12/2024,"10,5654","10,5245","10,5893","10,4930",,"0,37%",EUR/MAD
06/12/2024,"10,5263","10,5051","10,5562","10,4839",,"0,23%",EUR/MAD
05/12/2024,"10,5019","10,4654","10,5114","10,4537",,"0,46%",EUR/MAD
04/12/2024,"10,4539","10,5069","10,5290","10,4480",,"-0,40%",EUR/MAD
03/12/2024,"10,4959","10,5157","10,5336","10,4951",,"-0,08%",EUR/MAD
02/12/2024,"10,5047","10,5728","10,5875","10,4913",,"-0,48%",EUR/MAD
29/11/2024,"10,5551","10,5602","10,5983","10,5408",,"0,11%",EUR/MAD
28/11/2024,"10,5437","10,5665","10,5751","10,5371",,"-0,17%",EUR/MAD
27/11/2024,"10,5614","10,5274","10,5845","10,5169",,"0,36%",EUR/MAD
26/11/2024,"10,5237","10,5307","10,5531","10,5017",,"0,03%",EUR/MAD
25/11/2024,"10,5202","10,4940","10,5786","10,4940",,"0,30%",EUR/MAD
22/11/2024,"10,4884","10,4939","10,5280","10,4277",,"0,06%",EUR/MAD
21/11/2024,"10,4819","10,5368","10,5495","10,4778",,"-0,41%",EUR/MAD
20/11/2024,"10,5253","10,5682","10,5843","10,5108",,"-0,36%",EUR/MAD
19/11/2024,"10,5636","10,6016","10,6036","10,5405",,"-0,24%",EUR/MAD
18/11/2024,"10,5885","10,5371","10,6096","10,5321",,"0,53%",EUR/MAD
15/11/2024,"10,5326","10,5166","10,5642","10,5028",,"0,18%",EUR/MAD
14/11/2024,"10,5133","10,5183","10,5414","10,4902",,"0,06%",EUR/MAD
13/11/2024,"10,5068","10,5319","10,5935","10,5013",,"-0,21%",EUR/MAD
12/11/2024,"10,5293","10,5763","10,5835","10,5048",,"-0,43%",EUR/MAD
11/11/2024,"10,5746","10,5998","10,6226","10,5570",,"-0,18%",EUR/MAD
