"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"30/01/2026","9,1231","9,0437","9,1255","9,0376","","0,86%"
"29/01/2026","9,0451","9,0530","9,0860","9,0297","","-0,09%"
"28/01/2026","9,0535","9,0543","9,0837","9,0157","","-0,01%"
"27/01/2026","9,0544","9,0820","9,0987","9,0320","","-0,30%"
"26/01/2026","9,0819","9,1171","9,1271","9,0655","","-0,28%"
"23/01/2026","9,1072","9,1530","9,1773","9,1032","","-0,69%"
"22/01/2026","9,1706","9,1913","9,2029","9,1520","","-0,24%"
"21/01/2026","9,1925","9,1671","9,2066","9,1574","","0,21%"
"20/01/2026","9,1730","9,2165","9,2230","9,1528","","-0,44%"
"19/01/2026","9,2136","9,2330","9,2338","9,2060","","-0,19%"
"16/01/2026","9,2310","9,2320","9,2462","9,2026","","0,04%"
"15/01/2026","9,2274","9,2125","9,2464","9,2031","","0,12%"
"14/01/2026","9,2167","9,2130","9,2265","9,1961","","0,05%"
"13/01/2026","9,2125","9,2054","9,2284","9,1932","","0,04%"
"12/01/2026","9,2084","9,2456","9,2518","9,1935","","-0,31%"
"09/01/2026","9,2372","9,2327","9,2601","9,2155","","0,05%"
"08/01/2026","9,2327","9,2138","9,2419","9,2031","","0,18%"
"07/01/2026","9,2159","9,1755","9,2309","9,1678","","0,45%"
"06/01/2026","9,1746","9,1613","9,1997","9,1414","","0,15%"
"05/01/2026","9,1613","9,1460","9,1956","9,1417","","0,42%"
"02/01/2026","9,1231","9,1180","9,1580","9,1073","","0,11%"
"01/01/2026","9,1135","9,1194","9,1220","9,1133","","-0,07%"
"31/12/2025","9,1195","9,1173","9,1454","9,1007","","0,02%"
"30/12/2025","9,1175","9,1028","9,1217","9,0850","","0,16%"
"29/12/2025","9,1029","9,1197","9,1213","9,0876","","-0,26%"
"26/12/2025","9,1270","9,1210","9,1325","9,1069","","0,29%"
"25/12/2025","9,1009","9,1079","9,1270","9,1006","","-0,08%"
"24/12/2025","9,1080","9,1289","9,1365","9,1002","","-0,23%"
"23/12/2025","9,1289","9,1337","9,1445","9,1064","","-0,15%"
"22/12/2025","9,1422","9,1673","9,1743","9,1248","","-0,28%"
"19/12/2025","9,1680","9,1605","9,1819","9,1418","","-0,07%"
"18/12/2025","9,1740","9,1573","9,1802","9,1368","","0,18%"
"17/12/2025","9,1573","9,1595","9,1822","9,1416","","-0,02%"
"16/12/2025","9,1595","9,1800","9,1867","9,1240","","-0,21%"
"15/12/2025","9,1786","9,1818","9,2021","9,1643","","-0,13%"
"12/12/2025","9,1907","9,1754","9,2184","9,1661","","0,17%"
"11/12/2025","9,1755","9,2114","9,2289","9,1597","","-0,39%"
"10/12/2025","9,2116","9,2549","9,2606","9,2069","","-0,47%"
"09/12/2025","9,2552","9,2474","9,2693","9,2343","","0,05%"
"08/12/2025","9,2510","9,2205","9,2737","9,2181","","0,17%"
"05/12/2025","9,2356","9,2343","9,2476","9,2194","","0,01%"
"04/12/2025","9,2349","9,2258","9,2443","9,2058","","0,10%"
"03/12/2025","9,2257","9,2362","9,2452","9,2136","","-0,09%"
"02/12/2025","9,2343","9,2594","9,2712","9,2330","","-0,24%"
"01/12/2025","9,2565","9,2642","9,2751","9,2373","","-0,15%"
"28/11/2025","9,2700","9,2600","9,2973","9,2448","","0,11%"
"27/11/2025","9,2600","9,2461","9,2843","9,2318","","0,15%"
"26/11/2025","9,2461","9,2696","9,2780","9,2372","","-0,25%"
"25/11/2025","9,2696","9,2916","9,2955","9,2486","","-0,24%"
"24/11/2025","9,2916","9,2814","9,2948","9,2642","","-0,02%"
"21/11/2025","9,2932","9,2810","9,3043","9,2651","","0,12%"
"20/11/2025","9,2824","9,2739","9,3038","9,2619","","0,08%"
"19/11/2025","9,2749","9,2569","9,2920","9,2363","","0,20%"
"18/11/2025","9,2563","9,2593","9,2628","9,2409","","-0,03%"
"17/11/2025","9,2593","9,2365","9,2678","9,2144","","0,16%"
"14/11/2025","9,2443","9,2499","9,2610","9,2170","","-0,04%"
"13/11/2025","9,2484","9,2817","9,2932","9,2398","","-0,36%"
"12/11/2025","9,2816","9,2766","9,3041","9,2641","","0,05%"
"11/11/2025","9,2767","9,2739","9,2925","9,2569","","-0,02%"
"10/11/2025","9,2783","9,2551","9,2929","9,2468","","0,12%"
"07/11/2025","9,2670","9,2779","9,2963","9,2555","","-0,12%"
"06/11/2025","9,2780","9,3074","9,3098","9,2686","","-0,32%"
"05/11/2025","9,3075","9,3150","9,3267","9,2937","","-0,08%"
"04/11/2025","9,3146","9,3111","9,3273","9,2915","","0,04%"
"03/11/2025","9,3112","9,2877","9,3295","9,2711","","0,24%"
"31/10/2025","9,2893","9,2620","9,3135","9,2479","","0,29%"
"30/10/2025","9,2621","9,2462","9,2839","9,2172","","0,17%"
"29/10/2025","9,2464","9,2157","9,2540","9,2014","","0,31%"
"28/10/2025","9,2178","9,2057","9,2431","9,1954","","0,13%"
"27/10/2025","9,2057","9,2236","9,2395","9,2011","","-0,32%"
"24/10/2025","9,2353","9,2321","9,2489","9,2081","","0,03%"
"23/10/2025","9,2321","9,2397","9,2709","9,2205","","-0,08%"
"22/10/2025","9,2398","9,2411","9,2718","9,2231","","-0,01%"
"21/10/2025","9,2411","9,2064","9,2428","9,1816","","0,35%"
"20/10/2025","9,2093","9,1744","9,2215","9,1606","","0,43%"
"17/10/2025","9,1703","9,1800","9,1956","9,1336","","-0,09%"
"16/10/2025","9,1783","9,1810","9,2447","9,1593","","-0,03%"
"15/10/2025","9,1810","9,1685","9,1991","9,1488","","0,14%"
"14/10/2025","9,1686","9,1904","9,2052","9,1582","","-0,24%"
"13/10/2025","9,1905","9,1428","9,1979","9,1365","","0,49%"
"10/10/2025","9,1461","9,1618","9,1736","9,1350","","-0,13%"
"09/10/2025","9,1580","9,1151","9,1737","9,0996","","0,48%"
"08/10/2025","9,1147","9,1210","9,1522","9,1028","","-0,13%"
"07/10/2025","9,1270","9,1159","9,1392","9,1091","","0,13%"
"06/10/2025","9,1155","9,1181","9,1641","9,1056","","-0,03%"
"03/10/2025","9,1180","9,1226","9,1335","9,0919","","-0,05%"
"02/10/2025","9,1228","9,0795","9,1484","9,0702","","0,49%"
"01/10/2025","9,0787","9,0883","9,1219","9,0709","","-0,11%"
"30/09/2025","9,0885","9,0909","9,1201","9,0690","","-0,02%"
"29/09/2025","9,0905","9,0930","9,1056","9,0620","","-0,10%"
"26/09/2025","9,0996","9,0884","9,1212","9,0723","","0,12%"
"25/09/2025","9,0885","9,0603","9,1022","9,0252","","0,31%"
"24/09/2025","9,0603","9,0363","9,0719","9,0178","","0,27%"
"23/09/2025","9,0363","9,0289","9,0544","9,0114","","0,08%"
"22/09/2025","9,0289","9,0301","9,0484","9,0125","","-0,02%"
"19/09/2025","9,0305","9,0062","9,0548","8,9961","","0,27%"
"18/09/2025","9,0064","8,9858","9,0320","8,9675","","0,23%"
"17/09/2025","8,9858","8,9620","8,9910","8,9380","","0,27%"
"16/09/2025","8,9620","8,9931","8,9960","8,9518","","-0,35%"
"15/09/2025","8,9932","9,0261","9,0270","8,9824","","-0,36%"
"12/09/2025","9,0261","9,0060","9,0326","8,9907","","0,22%"
"11/09/2025","9,0061","9,0290","9,0473","8,9926","","-0,26%"
"10/09/2025","9,0294","9,0313","9,0430","9,0063","","0,08%"
"09/09/2025","9,0225","9,0134","9,0325","8,9836","","0,10%"
"08/09/2025","9,0136","9,0971","9,0971","9,0045","","-0,85%"
"05/09/2025","9,0911","9,0894","9,0971","9,0677","","0,09%"
"04/09/2025","9,0826","9,0809","9,1105","9,0640","","0,02%"
"03/09/2025","9,0810","9,0448","9,1375","9,0278","","0,40%"
"02/09/2025","9,0450","9,0095","9,0853","8,9979","","0,39%"
"01/09/2025","9,0096","9,0384","9,0397","8,9923","","-0,33%"
"29/08/2025","9,0397","9,0165","9,0402","9,0092","","0,35%"
"28/08/2025","9,0078","9,0787","9,0787","9,0069","","-0,78%"
"27/08/2025","9,0787","9,0313","9,0787","9,0238","","0,52%"
"26/08/2025","9,0314","9,0389","9,0549","9,0128","","-0,08%"
"25/08/2025","9,0390","9,0022","9,0540","8,9904","","0,41%"
"22/08/2025","9,0023","9,0211","9,0594","9,0012","","-0,21%"
"21/08/2025","9,0211","9,0211","9,0531","9,0180","","0,00%"
"20/08/2025","9,0211","9,0194","9,0350","9,0122","","-0,01%"
"19/08/2025","9,0216","9,0186","9,0337","9,0034","","0,02%"
"18/08/2025","9,0197","9,0091","9,0308","9,0015","","0,09%"
"15/08/2025","9,0114","9,0002","9,0268","8,9989","","0,12%"
"14/08/2025","9,0002","9,0045","9,0105","8,9900","","0,04%"
"13/08/2025","8,9963","9,0335","9,0351","8,9894","","-0,41%"
"12/08/2025","9,0335","9,0581","9,0641","9,0294","","-0,26%"
"11/08/2025","9,0567","9,0469","9,0674","9,0270","","0,20%"
"08/08/2025","9,0388","9,0360","9,0586","9,0256","","0,04%"
"07/08/2025","9,0351","9,0628","9,0689","9,0189","","-0,30%"
"06/08/2025","9,0623","9,0872","9,0966","9,0490","","-0,32%"
"05/08/2025","9,0915","9,0724","9,1124","9,0612","","0,21%"
"04/08/2025","9,0723","9,0754","9,0869","9,0627","","-0,04%"
"01/08/2025","9,0761","9,1571","9,1735","9,0667","","-0,86%"
"31/07/2025","9,1550","9,1410","9,1650","9,1171","","0,57%"
"30/07/2025","9,1035","9,0884","9,1230","9,0703","","0,17%"
"29/07/2025","9,0877","9,0581","9,1033","9,0540","","0,27%"
"28/07/2025","9,0635","8,9991","9,0663","8,9975","","0,70%"
"25/07/2025","9,0001","8,9860","9,0100","8,9736","","0,24%"
"24/07/2025","8,9788","8,9885","8,9969","8,9674","","-0,10%"
"23/07/2025","8,9875","9,0007","9,0087","8,9808","","-0,14%"
"22/07/2025","8,9997","9,0290","9,0337","8,9957","","-0,31%"
"21/07/2025","9,0280","9,0352","9,0583","9,0280","","-0,32%"
"18/07/2025","9,0569","9,0780","9,0787","9,0255","","-0,23%"
"17/07/2025","9,0780","9,0440","9,0872","9,0426","","0,38%"
"16/07/2025","9,0433","9,0511","9,0802","9,0381","","-0,09%"
"15/07/2025","9,0514","9,0275","9,0645","9,0089","","0,26%"
"14/07/2025","9,0275","9,0038","9,0306","9,0018","","0,19%"
"11/07/2025","9,0100","9,0055","9,0225","8,9980","","0,04%"
"10/07/2025","9,0060","8,9984","9,0247","8,9839","","0,08%"
"09/07/2025","8,9984","8,9996","9,0162","8,9895","","-0,10%"
"08/07/2025","9,0076","9,0120","9,0245","8,9802","","-0,05%"
"07/07/2025","9,0125","8,9768","9,0246","8,9768","","0,32%"
"04/07/2025","8,9837","8,9895","9,0009","8,9659","","-0,07%"
"03/07/2025","8,9900","8,9715","9,0105","8,9632","","0,09%"
"02/07/2025","8,9821","8,9710","8,9964","8,9675","","0,12%"
"01/07/2025","8,9710","8,9953","9,0081","8,9636","","-0,27%"
"30/06/2025","8,9952","9,0212","9,0355","8,9907","","-0,43%"
"27/06/2025","9,0340","9,0317","9,0485","9,0127","","0,03%"
"26/06/2025","9,0317","9,0800","9,0876","9,0205","","-0,53%"
"25/06/2025","9,0800","9,0961","9,1193","9,0666","","-0,18%"
"24/06/2025","9,0961","9,1276","9,1276","9,0780","","-0,35%"
"23/06/2025","9,1276","9,1320","9,1701","9,1169","","-0,07%"
"20/06/2025","9,1340","9,1492","9,1514","9,1175","","-0,15%"
"19/06/2025","9,1475","9,1555","9,1829","9,1455","","-0,08%"
"18/06/2025","9,1550","9,1642","9,1682","9,1257","","0,31%"
"17/06/2025","9,1268","9,1173","9,1450","9,1070","","0,06%"
"16/06/2025","9,1215","9,1143","9,1351","9,0914","","0,06%"
"13/06/2025","9,1164","9,0986","9,1551","9,0814","","0,20%"
"12/06/2025","9,0984","9,1316","9,1395","9,0683","","-0,36%"
"11/06/2025","9,1316","9,1535","9,1722","9,1276","","-0,23%"
"10/06/2025","9,1529","9,1679","9,1767","9,1406","","-0,16%"
"09/06/2025","9,1679","9,1649","9,1684","9,1613","","0,01%"
"06/06/2025","9,1666","9,1451","9,1780","9,1366","","0,24%"
"05/06/2025","9,1451","9,1709","9,1765","9,1288","","-0,28%"
"04/06/2025","9,1708","9,2090","9,2178","9,1602","","-0,42%"
"03/06/2025","9,2095","9,1873","9,2143","9,1817","","0,28%"
"02/06/2025","9,1834","9,2238","9,2333","9,1778","","-0,44%"
"30/05/2025","9,2238","9,2226","9,2543","9,2046","","0,01%"
"29/05/2025","9,2227","9,2650","9,3057","9,2066","","-0,47%"
"28/05/2025","9,2658","9,2470","9,3152","9,2295","","0,20%"
"27/05/2025","9,2470","9,1963","9,2537","9,1830","","0,48%"
"26/05/2025","9,2025","9,2032","9,2128","9,1761","","-0,01%"
"23/05/2025","9,2032","9,2426","9,2431","9,1795","","-0,43%"
"22/05/2025","9,2425","9,2145","9,2547","9,2033","","0,30%"
"21/05/2025","9,2147","9,2371","9,2472","9,1992","","-0,24%"
"20/05/2025","9,2371","9,2555","9,2710","9,2311","","-0,26%"
"19/05/2025","9,2610","9,3095","9,3099","9,2338","","-0,50%"
"16/05/2025","9,3074","9,2915","9,3205","9,2697","","0,15%"
"15/05/2025","9,2935","9,3035","9,3084","9,2703","","-0,11%"
"14/05/2025","9,3035","9,3020","9,3125","9,2549","","0,04%"
"13/05/2025","9,3000","9,3383","9,3422","9,2929","","-0,42%"
"12/05/2025","9,3389","9,2451","9,3519","9,2433","","0,94%"
"09/05/2025","9,2520","9,2664","9,2885","9,2310","","-0,20%"
"08/05/2025","9,2705","9,2417","9,2819","9,2191","","0,31%"
"07/05/2025","9,2417","9,1966","9,2515","9,1842","","0,56%"
"06/05/2025","9,1901","9,2341","9,2542","9,1822","","-0,48%"
"05/05/2025","9,2341","9,2790","9,2815","9,2137","","-0,56%"
"02/05/2025","9,2863","9,2965","9,3035","9,2374","","-0,10%"
"01/05/2025","9,2955","9,2765","9,3080","9,2685","","0,20%"
"30/04/2025","9,2765","9,2650","9,2868","9,2432","","0,13%"
"29/04/2025","9,2648","9,2607","9,2824","9,2465","","0,04%"
"28/04/2025","9,2607","9,2577","9,2890","9,2468","","0,02%"
"25/04/2025","9,2587","9,2741","9,3040","9,2459","","-0,17%"
"24/04/2025","9,2743","9,2988","9,3083","9,2540","","-0,26%"
"23/04/2025","9,2988","9,2465","9,3109","9,2313","","0,56%"
"22/04/2025","9,2468","9,2077","9,2488","9,1932","","0,42%"
"21/04/2025","9,2077","9,2670","9,2715","9,1799","","-0,63%"
"18/04/2025","9,2663","9,2787","9,2859","9,2555","","-0,12%"
"17/04/2025","9,2774","9,2647","9,3011","9,2578","","0,14%"
"16/04/2025","9,2648","9,3199","9,3227","9,2567","","-0,54%"
"15/04/2025","9,3150","9,2930","9,3287","9,2683","","0,31%"
"14/04/2025","9,2860","9,3105","9,3300","9,2600","","-0,34%"
"11/04/2025","9,3179","9,4020","9,4070","9,2279","","-0,91%"
"10/04/2025","9,4030","9,5296","9,5520","9,3825","","-1,33%"
"09/04/2025","9,5298","9,5339","9,5598","9,4622","","-0,09%"
"08/04/2025","9,5380","9,5630","9,5746","9,5200","","-0,28%"
"07/04/2025","9,5648","9,5500","9,5755","9,4964","","0,24%"
"04/04/2025","9,5421","9,5225","9,5639","9,4819","","0,21%"
"03/04/2025","9,5224","9,5946","9,6250","9,4660","","-0,79%"
"02/04/2025","9,5987","9,6298","9,6555","9,5554","","-0,37%"
"01/04/2025","9,6347","9,6298","9,6347","9,6188","","0,05%"
"31/03/2025","9,6298","9,6298","9,6303","9,6188","","-0,01%"
"28/03/2025","9,6305","9,6325","9,6833","9,6198","","-0,02%"
"27/03/2025","9,6325","9,6185","9,6522","9,6034","","0,17%"
"26/03/2025","9,6165","9,5904","9,6390","9,5723","","0,27%"
"25/03/2025","9,5904","9,5870","9,6042","9,5501","","0,02%"
"24/03/2025","9,5884","9,6292","9,6364","9,5666","","-0,44%"
"21/03/2025","9,6309","9,6442","9,6705","9,6045","","-0,13%"
"20/03/2025","9,6439","9,6450","9,6830","9,6360","","-0,02%"
"19/03/2025","9,6460","9,6271","9,6706","9,6189","","0,24%"
"18/03/2025","9,6226","9,6532","9,6678","9,6128","","-0,32%"
"17/03/2025","9,6532","9,6875","9,6951","9,6454","","-0,41%"
"14/03/2025","9,6928","9,7068","9,7199","9,6662","","-0,16%"
"13/03/2025","9,7079","9,6846","9,7239","9,6815","","0,24%"
"12/03/2025","9,6845","9,6767","9,7060","9,6613","","0,11%"
"11/03/2025","9,6736","9,7366","9,7442","9,6523","","-0,63%"
"10/03/2025","9,7353","9,7345","9,7520","9,7034","","-0,02%"
"07/03/2025","9,7371","9,7606","9,7700","9,6999","","-0,27%"
"06/03/2025","9,7637","9,7617","9,7790","9,7213","","0,02%"
"05/03/2025","9,7614","9,8415","9,8550","9,7549","","-0,81%"
"04/03/2025","9,8415","9,9177","9,9285","9,8316","","-0,78%"
"03/03/2025","9,9190","9,9728","9,9744","9,9050","","-0,62%"
"28/02/2025","9,9805","9,9695","9,9915","9,9426","","0,16%"
"27/02/2025","9,9650","9,9210","9,9721","9,8997","","0,41%"
"26/02/2025","9,9240","9,9252","9,9379","9,8940","","0,05%"
"25/02/2025","9,9194","9,9550","9,9643","9,9085","","-0,36%"
"24/02/2025","9,9550","9,9585","9,9735","9,9190","","-0,03%"
"21/02/2025","9,9581","9,9437","9,9699","9,9325","","0,08%"
"20/02/2025","9,9502","9,9884","10,0007","9,9426","","-0,41%"
"19/02/2025","9,9909","9,9817","10,0052","9,9613","","0,05%"
"18/02/2025","9,9858","9,9584","9,9996","9,9525","","0,28%"
"17/02/2025","9,9584","9,9660","9,9789","9,9455","","0,00%"
"14/02/2025","9,9583","9,9675","9,9891","9,9459","","-0,09%"
"13/02/2025","9,9675","9,9949","10,0233","9,9584","","-0,27%"
"12/02/2025","9,9949","10,0135","10,0423","9,9735","","-0,19%"
"11/02/2025","10,0135","10,0455","10,0555","10,0055","","-0,32%"
"10/02/2025","10,0455","10,0255","10,0557","10,0168","","0,33%"
"07/02/2025","10,0120","10,0124","10,0336","9,9913","","0,00%"
"06/02/2025","10,0124","10,0156","10,0472","10,0030","","-0,02%"
"05/02/2025","10,0145","10,0448","10,0536","9,9877","","-0,34%"
"04/02/2025","10,0485","10,0475","10,0885","10,0374","","0,01%"
"03/02/2025","10,0477","10,0268","10,1355","10,0268","","0,01%"
"31/01/2025","10,0466","10,0324","10,0550","10,0038","","0,14%"
"30/01/2025","10,0326","9,9872","10,0430","9,9805","","0,45%"
"29/01/2025","9,9872","10,0105","10,0215","9,9766","","-0,23%"
"28/01/2025","10,0105","9,9953","10,0462","9,9725","","0,15%"
"27/01/2025","9,9953","9,9774","10,0084","9,9504","","0,20%"
"24/01/2025","9,9752","10,0120","10,0156","9,9653","","-0,36%"
"23/01/2025","10,0117","9,9995","10,0336","9,9833","","0,12%"
"22/01/2025","9,9994","10,0100","10,0242","9,9651","","-0,11%"
"21/01/2025","10,0100","10,0035","10,0590","9,9851","","0,01%"
"20/01/2025","10,0092","10,0675","10,0685","9,9830","","-0,47%"
"17/01/2025","10,0564","10,0470","10,0737","10,0260","","0,09%"
"16/01/2025","10,0473","10,0758","10,0825","10,0369","","-0,28%"
"15/01/2025","10,0755","10,0671","10,0933","10,0136","","0,08%"
"14/01/2025","10,0671","10,0690","10,0748","10,0415","","-0,03%"
"13/01/2025","10,0700","10,0830","10,1133","10,0700","","-0,16%"
"10/01/2025","10,0859","10,0595","10,1040","10,0463","","0,26%"
"09/01/2025","10,0595","10,0470","10,0727","10,0412","","0,13%"
"08/01/2025","10,0465","10,0551","10,0813","10,0335","","-0,09%"
"07/01/2025","10,0551","10,0081","10,0589","9,9787","","0,47%"
"06/01/2025","10,0081","10,0805","10,0810","9,9852","","-0,72%"
"03/01/2025","10,0810","10,1415","10,1440","10,0600","","-0,59%"
"02/01/2025","10,1410","10,1330","10,1465","10,0948","","0,07%"
"01/01/2025","10,1335","10,1345","10,1403","10,1285","","-0,01%"
"31/12/2024","10,1350","10,1180","10,1400","10,0944","","0,10%"
"30/12/2024","10,1249","10,0920","10,1396","10,0792","","0,31%"
"27/12/2024","10,0935","10,0594","10,1071","10,0472","","0,34%"
"26/12/2024","10,0594","10,0575","10,0708","10,0442","","0,02%"
"25/12/2024","10,0575","10,0586","10,0659","10,0458","","0,00%"
"24/12/2024","10,0578","10,0554","10,0748","10,0352","","-0,05%"
"23/12/2024","10,0630","10,0414","10,0812","10,0355","","0,14%"
"20/12/2024","10,0489","10,0671","10,0814","10,0338","","-0,17%"
"19/12/2024","10,0659","10,0722","10,0769","10,0171","","-0,06%"
"18/12/2024","10,0722","9,9925","10,0788","9,9736","","0,80%"
"17/12/2024","9,9925","9,9895","10,0036","9,9713","","0,08%"
"16/12/2024","9,9845","9,9837","10,0096","9,9638","","0,06%"
"13/12/2024","9,9781","10,0202","10,0360","9,9606","","-0,42%"
"12/12/2024","10,0202","9,9861","10,0293","9,9388","","0,34%"
"11/12/2024","9,9860","10,0019","10,0272","9,9559","","-0,16%"
"10/12/2024","10,0019","10,0152","10,0217","9,9792","","-0,13%"
"09/12/2024","10,0152","9,9719","10,0206","9,9558","","0,52%"
"06/12/2024","9,9630","9,9227","9,9770","9,9100","","0,40%"
"05/12/2024","9,9231","9,9564","9,9644","9,9119","","-0,34%"
"04/12/2024","9,9566","9,9975","10,0122","9,9350","","-0,41%"
"03/12/2024","9,9975","10,0173","10,0284","9,9822","","-0,20%"
"02/12/2024","10,0173","9,9965","10,0417","9,9902","","0,26%"
"29/11/2024","9,9912","10,0049","10,0165","9,9770","","-0,10%"
"28/11/2024","10,0012","9,9955","10,0278","9,9913","","0,01%"
"27/11/2024","10,0000","10,0375","10,0455","9,9813","","-0,37%"
"26/11/2024","10,0375","10,0407","10,0821","9,9987","","0,02%"
"25/11/2024","10,0350","10,0729","10,0799","10,0122","","-0,40%"
"22/11/2024","10,0756","10,0185","10,1045","10,0017","","0,57%"
"21/11/2024","10,0185","9,9932","10,0326","9,9758","","0,25%"
"20/11/2024","9,9932","9,9738","10,0166","9,9628","","0,19%"
"19/11/2024","9,9743","10,0020","10,0253","9,9638","","-0,28%"
"18/11/2024","10,0020","10,0020","10,0020","10,0020","","0,00%"
"15/11/2024","10,0020","9,9868","10,0184","9,9581","","0,15%"
"14/11/2024","9,9866","9,9568","10,0119","9,9492","","0,30%"
"13/11/2024","9,9568","9,9143","9,9687","9,9038","","0,43%"
"12/11/2024","9,9143","9,9290","9,9420","9,8983","","-0,14%"
"11/11/2024","9,9280","9,9050","9,9430","9,8836","","0,34%"
"08/11/2024","9,8939","9,8628","9,9065","9,8477","","0,31%"
"07/11/2024","9,8637","9,9010","9,9203","9,8465","","-0,38%"
"06/11/2024","9,9009","9,7912","9,9040","9,7880","","1,11%"
"05/11/2024","9,7919","9,8412","9,8517","9,7844","","-0,50%"
"04/11/2024","9,8414","9,8281","9,8505","9,7996","","0,14%"
"01/11/2024","9,8281","9,8295","9,8505","9,8066","","-0,01%"
"31/10/2024","9,8295","9,8540","9,8654","9,8221","","-0,25%"
"30/10/2024","9,8540","9,8520","9,8772","9,8269","","0,02%"
"29/10/2024","9,8520","9,8530","9,8817","9,8352","","-0,01%"
"28/10/2024","9,8530","9,8905","9,8975","9,8406","","-0,37%"
"25/10/2024","9,8895","9,8665","9,8920","9,8550","","0,23%"
"24/10/2024","9,8666","9,9043","9,9186","9,8623","","-0,38%"
"23/10/2024","9,9043","9,8967","9,9216","9,8805","","0,08%"
"22/10/2024","9,8967","9,9096","9,9105","9,8708","","-0,13%"
"21/10/2024","9,9097","9,9334","9,9531","9,8819","","-0,24%"
"18/10/2024","9,9340","9,9136","9,9411","9,8912","","0,25%"
"17/10/2024","9,9091","9,8673","9,9273","9,8598","","0,42%"
"16/10/2024","9,8676","9,8409","9,8782","9,8273","","0,27%"
"15/10/2024","9,8408","9,8415","9,8614","9,8158","","-0,06%"
"14/10/2024","9,8465","9,8102","9,8588","9,7938","","0,36%"
"11/10/2024","9,8115","9,8281","9,8368","9,7976","","-0,14%"
"10/10/2024","9,8253","9,8340","9,8522","9,8077","","-0,08%"
"09/10/2024","9,8335","9,8067","9,8409","9,7983","","0,25%"
"08/10/2024","9,8089","9,8162","9,8259","9,7925","","-0,07%"
"07/10/2024","9,8160","9,8127","9,8456","9,8072","","-0,06%"
"04/10/2024","9,8221","9,7752","9,8280","9,7572","","0,48%"
"03/10/2024","9,7753","9,7860","9,7997","9,7556","","-0,11%"
"02/10/2024","9,7858","9,7580","9,7937","9,7448","","0,22%"
"01/10/2024","9,7645","9,7250","9,7786","9,7131","","0,41%"
"30/09/2024","9,7250","9,6915","9,7370","9,6778","","0,31%"
"27/09/2024","9,6945","9,6758","9,7161","9,6659","","0,10%"
"26/09/2024","9,6850","9,6837","9,7046","9,6615","","0,01%"
"25/09/2024","9,6838","9,6659","9,6931","9,6364","","0,18%"
"24/09/2024","9,6660","9,7040","9,7154","9,6555","","-0,36%"
"23/09/2024","9,7005","9,6815","9,7196","9,6773","","0,19%"
"20/09/2024","9,6820","9,6985","9,7075","9,6725","","-0,13%"
"19/09/2024","9,6945","9,7402","9,7602","9,6829","","-0,51%"
"18/09/2024","9,7442","9,7595","9,7614","9,7005","","-0,16%"
"17/09/2024","9,7595","9,7390","9,7614","9,7271","","0,00%"
"16/09/2024","9,7595","9,7670","9,7679","9,7369","","0,02%"
"13/09/2024","9,7580","9,7819","9,7855","9,7415","","-0,24%"
"12/09/2024","9,7816","9,7842","9,8084","9,7644","","-0,03%"
"11/09/2024","9,7842","9,7550","9,7910","9,7263","","0,37%"
"10/09/2024","9,7477","9,7370","9,7632","9,7155","","0,19%"
"09/09/2024","9,7296","9,7240","9,7598","9,7196","","-0,05%"
"06/09/2024","9,7345","9,7256","9,7448","9,6867","","0,09%"
"05/09/2024","9,7253","9,7475","9,7602","9,7178","","-0,23%"
"04/09/2024","9,7480","9,7640","9,7826","9,7408","","-0,12%"
"03/09/2024","9,7595","9,7726","9,7854","9,7395","","-0,13%"
"02/09/2024","9,7721","9,7695","9,8151","9,7545","","0,02%"
"30/08/2024","9,7705","9,7177","9,7743","9,7039","","0,54%"
"29/08/2024","9,7176","9,6744","9,7304","9,6554","","0,45%"
"28/08/2024","9,6743","9,6310","9,6877","9,6261","","0,45%"
"27/08/2024","9,6310","9,6431","9,6546","9,6208","","-0,13%"
"26/08/2024","9,6431","9,6471","9,6706","9,6215","","-0,06%"
"23/08/2024","9,6490","9,6786","9,6845","9,6296","","-0,30%"
"22/08/2024","9,6779","9,6811","9,6952","9,6517","","-0,03%"
"21/08/2024","9,6810","9,6919","9,7068","9,6641","","-0,07%"
"20/08/2024","9,6880","9,7154","9,7250","9,6871","","-0,24%"
"19/08/2024","9,7115","9,7380","9,7516","9,7104","","-0,63%"
"16/08/2024","9,7728","9,7812","9,7841","9,7568","","-0,08%"
"15/08/2024","9,7810","9,7640","9,8025","9,7564","","0,17%"
"14/08/2024","9,7640","9,7745","9,7782","9,7455","","-0,47%"
"13/08/2024","9,8106","9,8120","9,8208","9,7874","","-0,02%"
"12/08/2024","9,8127","9,8267","9,8395","9,8053","","-0,13%"
"09/08/2024","9,8258","9,8405","9,8480","9,8109","","-0,14%"
"08/08/2024","9,8395","9,8405","9,8709","9,8013","","0,02%"
"07/08/2024","9,8379","9,8339","9,8514","9,8174","","0,04%"
"06/08/2024","9,8339","9,8328","9,8610","9,8228","","0,00%"
"05/08/2024","9,8343","9,8495","9,8669","9,7981","","-0,17%"
"02/08/2024","9,8506","9,9345","9,9426","9,8328","","-0,84%"
"01/08/2024","9,9345","9,9266","9,9775","9,9149","","0,09%"
"31/07/2024","9,9255","9,9115","9,9397","9,8909","","0,14%"
