Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,128.6,2023,août
02 - Boissons alcoolisées et tabac,136.8,2023,août
03 - Articles d'habillements et chaussures,113.9,2023,août
"04 - Logements, eau, électricité et autres combustibles",104.8,2023,août
"05 - Meubles, articles de ménages et entretien courant du foyer",111.5,2023,août
06 - Santé,102.6,2023,août
07 - Transport,119.8,2023,août
08 - Communication,104.2,2023,août
09 - Loisirs et culture,105.6,2023,août
10 - Enseignement,116.7,2023,août
11 - Restaurants et hôtels,115.1,2023,août
12 - Biens et services divers,112.9,2023,août
Ensemble,117.7,2023,août
Produits alimentaires,128.9,2023,août
Produits non alimentaires,110.4,2023,août
