Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,102.8,2021,septembre
02 - Boissons alcoolisées et tabac,125.5,2021,septembre
03 - Articles d'habillements et chaussures,105.0,2021,septembre
"04 - Logements, eau, électricité et autres combustibles",102.8,2021,septembre
"05 - Meubles, articles de ménages et entretien courant du foyer",102.3,2021,septembre
06 - Santé,101.8,2021,septembre
07 - Transport,108.5,2021,septembre
08 - Communication,103.6,2021,septembre
09 - Loisirs et culture,100.3,2021,septembre
10 - Enseignement,111.4,2021,septembre
11 - Restaurants et hôtels,104.9,2021,septembre
12 - Biens et services divers,107.1,2021,septembre
Ensemble,104.5,2021,septembre
Produits alimentaires,103.6,2021,septembre
Produits non alimentaires,105.0,2021,septembre
