Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,101.4,2021,juin
02 - Boissons alcoolisées et tabac,125.5,2021,juin
03 - Articles d'habillements et chaussures,104.5,2021,juin
"04 - Logements, eau, électricité et autres combustibles",102.6,2021,juin
"05 - Meubles, articles de ménages et entretien courant du foyer",101.7,2021,juin
06 - Santé,101.7,2021,juin
07 - Transport,105.4,2021,juin
08 - Communication,103.6,2021,juin
09 - Loisirs et culture,100.0,2021,juin
10 - Enseignement,110.3,2021,juin
11 - Restaurants et hôtels,104.4,2021,juin
12 - Biens et services divers,105.5,2021,juin
Ensemble,103.4,2021,juin
Produits alimentaires,102.4,2021,juin
Produits non alimentaires,104.0,2021,juin
