Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,120.6,2013,décembre
02 - Boissons alcoolisées et tabac,115.6,2013,décembre
03 - Articles d'habillements et chaussures,111.6,2013,décembre
"04 - Logements, eau, électricité et autres combustibles",107.1,2013,décembre
"05 - Meubles, articles de ménages et entretien courant du foyer",107.7,2013,décembre
06 – Santé,105.1,2013,décembre
07 – Transport,110.3,2013,décembre
08 – Communication,59.5,2013,décembre
09 - Loisirs et culture,96.8,2013,décembre
10 – Enseignement,134.2,2013,décembre
11 - Restaurants et hôtels,118.7,2013,décembre
12 - Biens et services divers,113.2,2013,décembre
Ensemble,112.9,2013,décembre
Produits alimentaires,120.4,2013,décembre
Produits non alimentaires,107.6,2013,décembre
