Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,131.7,2023,avril
02 - Boissons alcoolisées et tabac,136.7,2023,avril
03 - Articles d'habillements et chaussures,113.9,2023,avril
"04 - Logements, eau, électricité et autres combustibles",104.4,2023,avril
"05 - Meubles,articles de ménages et entretien courant du foyer",110.7,2023,avril
06 - Santé,102.3,2023,avril
07 - Transport,118.0,2023,avril
08 - Communication,104.3,2023,avril
09 - Loisirs et culture,106.1,2023,avril
10 - Enseignement,116.7,2023,avril
11 - Restaurants et hôtels,112.3,2023,avril
12 - Biens et services divers,112.4,2023,avril
Ensemble,118.5,2023,avril
Produits alimentaires,131.9,2023,avril
Produits non alimentaires,109.8,2023,avril
