Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,116.3,2022,août
02 - Boissons alcoolisées et tabac,129.8,2022,août
03 - Articles d'habillements et chaussures,110.6,2022,août
"04 - Logements, eau, électricité et autres combustibles",103.8,2022,août
"05 - Meubles, articles de ménages et entretien courant du foyer",108.3,2022,août
06 - Santé,101.9,2022,août
07 - Transport,122.0,2022,août
08 - Communication,104.2,2022,août
09 - Loisirs et culture,105.6,2022,août
10 - Enseignement,111.7,2022,août
11 - Restaurants et hôtels,108.7,2022,août
12 - Biens et services divers,110.2,2022,août
Ensemble,112.1,2022,août
Produits alimentaires,116.8,2022,août
Produits non alimentaires,109.0,2022,août
