Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,129.9,2023,octobre
02 - Boissons alcoolisées et tabac,136.8,2023,octobre
03 - Articles d'habillements et chaussures,114.4,2023,octobre
"04 - Logements, eau, électricité et autres combustibles",104.9,2023,octobre
"05 - Meubles, articles de ménages et entretien courant du foyer",111.9,2023,octobre
06 - Santé,102.6,2023,octobre
07 - Transport,122.5,2023,octobre
08 - Communication,104.2,2023,octobre
09 - Loisirs et culture,105.6,2023,octobre
10 - Enseignement,119.1,2023,octobre
11 - Restaurants et hôtels,115.1,2023,octobre
12 - Biens et services divers,113.1,2023,octobre
Ensemble,118.6,2023,octobre
Produits alimentaires,130.1,2023,octobre
Produits non alimentaires,111.2,2023,octobre
