Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,112.6,2022,juin
02 - Boissons alcoolisées et tabac,129.8,2022,juin
03 - Articles d'habillements et chaussures,109.8,2022,juin
"04 - Logements, eau, électricité et autres combustibles",103.6,2022,juin
"05 - Meubles, articles de ménages et entretien courant du foyer",107.5,2022,juin
06 - Santé,101.9,2022,juin
07 - Transport,124.0,2022,juin
08 - Communication,104.0,2022,juin
09 - Loisirs et culture,105.3,2022,juin
10 - Enseignement,111.7,2022,juin
11 - Restaurants et hôtels,107.0,2022,juin
12 - Biens et services divers,110.0,2022,juin
Ensemble,110.8,2022,juin
Produits alimentaires,113.3,2022,juin
Produits non alimentaires,109.1,2022,juin
