Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,122.5,2014,décembre
02 - Boissons alcoolisées et tabac,116.4,2014,décembre
03 - Articles d'habillements et chaussures,113.1,2014,décembre
"04 - Logements, eau, électricité et autres combustibles",111.9,2014,décembre
"05 - Meubles, articles de ménages et entretien courant du foyer",108.4,2014,décembre
06 – Santé,103.8,2014,décembre
07 – Transport,110.6,2014,décembre
08 – Communication,59.5,2014,décembre
09 - Loisirs et culture,96.4,2014,décembre
10 – Enseignement,138.5,2014,décembre
11 - Restaurants et hôtels,120.7,2014,décembre
12 - Biens et services divers,113.7,2014,décembre
Ensemble,114.7,2014,décembre
Produits alimentaires,122.2,2014,décembre
Produits non alimentaires,109.3,2014,décembre
