Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,105.1,2022,février
02 - Boissons alcoolisées et tabac,129.7,2022,février
03 - Articles d'habillements et chaussures,106.9,2022,février
"04 - Logements, eau, électricité et autres combustibles",103.2,2022,février
"05 - Meubles, articles de ménages et entretien courant du foyer",104.1,2022,février
06 - Santé,101.7,2022,février
07 - Transport,111.0,2022,février
08 - Communication,103.8,2022,février
09 - Loisirs et culture,101.6,2022,février
10 - Enseignement,111.7,2022,février
11 - Restaurants et hôtels,105.4,2022,février
12 - Biens et services divers,109.0,2022,février
Ensemble,106.1,2022,février
Produits alimentaires,106.1,2022,février
Produits non alimentaires,106.1,2022,février
