Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,119.7,2022,novembre
02 - Boissons alcoolisées et tabac,129.8,2022,novembre
03 - Articles d'habillements et chaussures,111.7,2022,novembre
"04 - Logements, eau, électricité et autres combustibles",104.1,2022,novembre
"05 - Meubles, articles de ménages et entretien courant du foyer",109.7,2022,novembre
06 - Santé,101.9,2022,novembre
07 - Transport,125.2,2022,novembre
08 - Communication,104.3,2022,novembre
09 - Loisirs et culture,106.1,2022,novembre
10 - Enseignement,116.7,2022,novembre
11 - Restaurants et hôtels,109.9,2022,novembre
12 - Biens et services divers,111.0,2022,novembre
Ensemble,114.2,2022,novembre
Produits alimentaires,120.1,2022,novembre
Produits non alimentaires,110.4,2022,novembre
