Division par produits,ipc,annee,mois
Produits alimentaires,120.4,2012,octobre
01 - Produits alimentaires et boissons non alcoolisées,121.1,2012,octobre
02 - Boissons alcoolisées et tabac,108.5,2012,octobre
Produits non alimentaires,106.0,2012,octobre
03 - Articles d'habillements et chaussures,108.4,2012,octobre
"04 - Logements, eau, électricité et autres combustibles",105.4,2012,octobre
"05 - Meubles, articles de ménages et entretien courant du foyer",107.0,2012,octobre
06 - Santé,103.9,2012,octobre
07 - Transport,108.3,2012,octobre
08 - Communication,65.6,2012,octobre
09 - Loisirs et culture,97.3,2012,octobre
10 - Enseignement,129.6,2012,octobre
11 - Restaurants et hôtels,113.6,2012,octobre
12 - Biens et services divers,110.9,2012,octobre
Ensemble,112.0,2012,octobre
