Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,99.2,2020,juillet
02 - Boissons alcoolisées et tabac,120.2,2020,juillet
03 - Articles d'habillements et chaussures,102.3,2020,juillet
"04 - Logements, eau, électricité et autres combustibles",101.9,2020,juillet
"05 - Meubles, articles de ménages et entretien courant du foyer",100.8,2020,juillet
06 - Santé,101.6,2020,juillet
07 - Transport,101.4,2020,juillet
08 - Communication,103.9,2020,juillet
09 - Loisirs et culture,99.2,2020,juillet
10 - Enseignement,108.4,2020,juillet
11 - Restaurants et hôtels,103.5,2020,juillet
12 - Biens et services divers,104.0,2020,juillet
Ensemble,101.6,2020,juillet
Produits alimentaires,100.0,2020,juillet
Produits non alimentaires,102.6,2020,juillet
