Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,124.1,2017,mars
02 - Boissons alcoolisées et tabac,122.8,2017,mars
03 - Articles d'habillements et chaussures,115.4,2017,mars
"04 - Logements, eau, électricité et autres combustibles",115.0,2017,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",109.7,2017,mars
06 - Santé,105.1,2017,mars
07 - Transport,110.8,2017,mars
08 - Communication,59.4,2017,mars
09 - Loisirs et culture,98.6,2017,mars
10 - Enseignement,145.5,2017,mars
11 - Restaurants et hôtels,129.0,2017,mars
12 - Biens et services divers,114.7,2017,mars
Ensemble,116.7,2017,mars
Produits alimentaires,124.0,2017,mars
Produits non alimentaires,111.6,2017,mars
