Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,126.9,2016,décembre
02 - Boissons alcoolisées et tabac,122.7,2016,décembre
03 - Articles d'habillements et chaussures,114.9,2016,décembre
"04 - Logements, eau, électricité et autres combustibles",114.2,2016,décembre
"05 - Meubles, articles de ménages et entretien courant du foyer",109.4,2016,décembre
06 – Santé,104.6,2016,décembre
07 – Transport,109.9,2016,décembre
08 – Communication,59.4,2016,décembre
09 - Loisirs et culture,98.7,2016,décembre
10 – Enseignement,145.5,2016,décembre
11 - Restaurants et hôtels,127.1,2016,décembre
12 - Biens et services divers,114.5,2016,décembre
Ensemble,117.5,2016,décembre
Produits alimentaires,126.7,2016,décembre
Produits non alimentaires,111.0,2016,décembre
