Division par produits,ipc,annee,mois
Produits alimentaires,112.6,2010,juin
01 - Produits alimentaires et boissons non alcoolisées,112.8,2010,juin
02 - Boissons alcoolisées et tabac,108.3,2010,juin
Produits non alimentaires,104.0,2010,juin
03 - Articles d'habillements et chaussures,103.7,2010,juin
"04 - Logements, eau, électricité et autres combustibles",104.3,2010,juin
"05 - Meubles, articles de ménages et entretien courant du foyer",106.2,2010,juin
06 - Santé,102.9,2010,juin
07 - Transport,103.2,2010,juin
08 - Communication,90.5,2010,juin
09 - Loisirs et culture,96.9,2010,juin
10 - Enseignement,113.3,2010,juin
11 - Restaurants et hôtels,109.4,2010,juin
12 - Biens et services divers,106.7,2010,juin
Ensemble,107.6,2010,juin
