Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,126.6,2018,décembre
02 - Boissons alcoolisées et tabac,138.5,2018,décembre
03 - Articles d'habillements et chaussures,117.7,2018,décembre
"04 - Logements, eau, électricité et autres combustibles",116.7,2018,décembre
"05 - Meubles, articles de ménages et entretien courant du foyer",111.4,2018,décembre
06 – Santé,106.4,2018,décembre
07 – Transport,110.5,2018,décembre
08 – Communication,59.6,2018,décembre
09 - Loisirs et culture,99.7,2018,décembre
10 – Enseignement,153.5,2018,décembre
11 - Restaurants et hôtels,132.8,2018,décembre
12 - Biens et services divers,123.0,2018,décembre
Ensemble,119.8,2018,décembre
Produits alimentaires,127.0,2018,décembre
Produits non alimentaires,114.2,2018,décembre
