Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,127.1,2017,juin
02 - Boissons alcoolisées et tabac,122.8,2017,juin
03 - Articles d'habillements et chaussures,115.7,2017,juin
"04 - Logements, eau, électricité et autres combustibles",115.2,2017,juin
"05 - Meubles, articles de ménages et entretien courant du foyer",109.7,2017,juin
06 - Santé,105.2,2017,juin
07 - Transport,110.1,2017,juin
08 - Communication,59.4,2017,juin
09 - Loisirs et culture,98.7,2017,juin
10 - Enseignement,145.5,2017,juin
11 - Restaurants et hôtels,129.6,2017,juin
12 - Biens et services divers,115.3,2017,juin
Ensemble,117.9,2017,juin
Produits alimentaires,126.8,2017,juin
Produits non alimentaires,111.6,2017,juin
