Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,125.5,2019,septembre
02 - Boissons alcoolisées et tabac,159.4,2019,septembre
03 - Articles d'habillements et chaussures,118.4,2019,septembre
"04 - Logements, eau, électricité et autres combustibles",117.6,2019,septembre
"05 - Meubles, articles de ménages et entretien courant du foyer",112.7,2019,septembre
06 - Santé,106.9,2019,septembre
07 - Transport,112.7,2019,septembre
08 - Communication,59.7,2019,septembre
09 - Loisirs et culture,101.5,2019,septembre
10 - Enseignement,156.6,2019,septembre
11 - Restaurants et hôtels,134.0,2019,septembre
12 - Biens et services divers,123.7,2019,septembre
Ensemble,120.3,2019,septembre
Produits alimentaires,126.8,2019,septembre
Produits non alimentaires,115.1,2019,septembre
