Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,117.7,2012,février
02 - Boissons alcoolisées et tabac,108.4,2012,février
03 - Articles d'habillements et chaussures,108.0,2012,février
"04 - Logements, eau, électricité et autres combustibles",105.1,2012,février
"05 - Meubles, articles de ménages et entretien courant du foyer",107.4,2012,février
06 - Santé,103.5,2012,février
07 - Transport,103.7,2012,février
08 - Communication,78.0,2012,février
09 - Loisirs et culture,96.3,2012,février
10 - Enseignement,122.1,2012,février
11 - Restaurants et hôtels,112.5,2012,février
12 - Biens et services divers,110.4,2012,février
Ensemble,110.1,2012,février
Produits alimentaires,117.2,2012,février
Produits non alimentaires,105.1,2012,février
