Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,117.8,2012,mars
02 - Boissons alcoolisées et tabac,108.4,2012,mars
03 - Articles d'habillements et chaussures,107.9,2012,mars
"04 - Logements, eau, électricité et autres combustibles",105.2,2012,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",107.4,2012,mars
06 - Santé,103.6,2012,mars
07 - Transport,103.5,2012,mars
08 - Communication,71.6,2012,mars
09 - Loisirs et culture,96.4,2012,mars
10 - Enseignement,122.1,2012,mars
11 - Restaurants et hôtels,112.5,2012,mars
12 - Biens et services divers,110.5,2012,mars
Ensemble,109.9,2012,mars
Produits alimentaires,117.3,2012,mars
Produits non alimentaires,104.7,2012,mars
