Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,113.9,2010,août
02 - Boissons alcoolisées et tabac,108.3,2010,août
03 - Articles d'habillements et chaussures,103.7,2010,août
"04 - Logements, eau, électricité et autres combustibles",104.4,2010,août
"05 - Meubles, articles de ménages et entretien courant du foyer",106.2,2010,août
06 - Santé,102.9,2010,août
07 - Transport,103.2,2010,août
08 - Communications,90.5,2010,août
09 - Loisirs et culture,96.8,2010,août
10 - Enseignement,113.3,2010,août
11 - Restaurants et hôtels,109.7,2010,août
12 - Biens et services divers,107.1,2010,août
Ensemble,108.0,2010,août
Produits alimentaires,113.6,2010,août
Produits non alimentaires,104.1,2010,août
