Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,103.0,2021,avril
02 - Boissons alcoolisées et tabac,125.4,2021,avril
03 - Articles d'habillements et chaussures,104.2,2021,avril
"04 - Logements, eau, électricité et autres combustibles",102.2,2021,avril
"05 - Meubles, articles de ménages et entretien courant du foyer",101.4,2021,avril
06 - Santé,101.8,2021,avril
07 - Transport,105.1,2021,avril
08 - Communication,103.8,2021,avril
09 - Loisirs et culture,99.8,2021,avril
10 - Enseignement,110.3,2021,avril
11 - Restaurants et hôtels,104.2,2021,avril
12 - Biens et services divers,105.2,2021,avril
Ensemble,103.8,2021,avril
Produits alimentaires,103.9,2021,avril
Produits non alimentaires,103.8,2021,avril
