Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,118.7,2011,août
02 - Boissons alcoolisées et tabac,108.3,2011,août
03 - Articles d'habillements et chaussures,106.2,2011,août
"04 - Logements, eau, électricité et autres combustibles",104.8,2011,août
"05 - Meubles, articles de ménages et entretien courant du foyer",107.3,2011,août
06 - Santé,103.0,2011,août
07 - Transport,103.1,2011,août
08 - Communications,89.2,2011,août
09 - Loisirs et culture,96.2,2011,août
10 - Enseignement,118.5,2011,août
11 - Restaurants et hôtels,111.5,2011,août
12 - Biens et services divers,109.0,2011,août
Ensemble,110.4,2011,août
Produits alimentaires,118.2,2011,août
Produits non alimentaires,104.9,2011,août
