Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,102.9,2020,avril
02 - Boissons alcoolisées et tabac,120.2,2020,avril
03 - Articles d'habillements et chaussures,102.6,2020,avril
"04 - Logements, eau, électricité et autres combustibles",101.5,2020,avril
"05 - Meubles, articles de ménages et entretien courant du foyer",100.7,2020,avril
06 - Santé,101.7,2020,avril
07 - Transport,96.0,2020,avril
08 - Communication,103.9,2020,avril
09 - Loisirs et culture,99.6,2020,avril
10 - Enseignement,108.5,2020,avril
11 - Restaurants et hôtels,103.3,2020,avril
12 - Biens et services divers,103.8,2020,avril
Ensemble,102.4,2020,avril
Produits alimentaires,103.5,2020,avril
Produits non alimentaires,101.6,2020,avril
