Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,125.9,2017,février
02 - Boissons alcoolisées et tabac,122.8,2017,février
03 - Articles d'habillements et chaussures,115.4,2017,février
"04 - Logements, eau, électricité et autres combustibles",115.0,2017,février
"05 - Meubles, articles de ménages et entretien courant du foyer",109.7,2017,février
06 - Santé,104.8,2017,février
07 - Transport,110.9,2017,février
08 - Communication,59.4,2017,février
09 - Loisirs et culture,98.6,2017,février
10 - Enseignement,145.5,2017,février
11 - Restaurants et hôtels,128.1,2017,février
12 - Biens et services divers,114.7,2017,février
Ensemble,117.4,2017,février
Produits alimentaires,125.7,2017,février
Produits non alimentaires,111.5,2017,février
