Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,126.2,2017,août
02 - Boissons alcoolisées et tabac,125.3,2017,août
03 - Articles d'habillements et chaussures,115.6,2017,août
"04 - Logements, eau, électricité et autres combustibles",115.3,2017,août
"05 - Meubles, articles de ménages et entretien courant du foyer",109.9,2017,août
06 - Santé,105.3,2017,août
07 - Transport,110.2,2017,août
08 - Communication,59.4,2017,août
09 - Loisirs et culture,98.8,2017,août
10 - Enseignement,145.5,2017,août
11 - Restaurants et hôtels,130.2,2017,août
12 - Biens et services divers,115.3,2017,août
Ensemble,117.7,2017,août
Produits alimentaires,126.1,2017,août
Produits non alimentaires,111.7,2017,août
