Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,128.1,2020,mars
02 - Boissons alcoolisées et tabac,159.4,2020,mars
03 - Articles d'habillements et chaussures,118.9,2020,mars
"04 - Logements, eau, électricité et autres combustibles",117.7,2020,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",112.7,2020,mars
06 - Santé,107.9,2020,mars
07 - Transport,109.9,2020,mars
08 - Communication,59.5,2020,mars
09 - Loisirs et culture,101.6,2020,mars
10 - Enseignement,157.6,2020,mars
11 - Restaurants et hôtels,134.8,2020,mars
12 - Biens et services divers,124.6,2020,mars
Ensemble,121.3,2020,mars
Produits alimentaires,129.3,2020,mars
Produits non alimentaires,115.2,2020,mars
