Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,100.0,2021,mars
02 - Boissons alcoolisées et tabac,125.4,2021,mars
03 - Articles d'habillements et chaussures,103.6,2021,mars
"04 - Logements, eau, électricité et autres combustibles",102.2,2021,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",101.2,2021,mars
06 - Santé,101.8,2021,mars
07 - Transport,105.3,2021,mars
08 - Communication,103.8,2021,mars
09 - Loisirs et culture,99.7,2021,mars
10 - Enseignement,110.3,2021,mars
11 - Restaurants et hôtels,104.2,2021,mars
12 - Biens et services divers,104.7,2021,mars
Ensemble,102.6,2021,mars
Produits alimentaires,100.9,2021,mars
Produits non alimentaires,103.7,2021,mars
