Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,104.0,2022,janvier
02 - Boissons alcoolisées et tabac,129.7,2022,janvier
03 - Articles d'habillements et chaussures,106.9,2022,janvier
"04 - Logements, eau, électricité et autres combustibles",103.1,2022,janvier
"05 - Meubles,articles de ménages et entretien courant du foyer",103.7,2022,janvier
06 – Santé,101.7,2022,janvier
07 – Transport,109.9,2022,janvier
08 – Communication,103.7,2022,janvier
09 - Loisirs et culture,101.5,2022,janvier
10 – Enseignement,111.7,2022,janvier
11 - Restaurants et hôtels,105.6,2022,janvier
12 - Biens et services divers,108.8,2022,janvier
Ensemble,105.5,2022,janvier
Produits alimentaires,105.0,2022,janvier
Produits non alimentaires,105.8,2022,janvier
