Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,123.9,2015,août
02 - Boissons alcoolisées et tabac,122.7,2015,août
03 - Articles d'habillements et chaussures,113.2,2015,août
"04 - Logements, eau, électricité et autres combustibles",112.9,2015,août
"05 - Meubles, articles de ménages et entretien courant du foyer",108.6,2015,août
06 - Santé,104.3,2015,août
07 - Transport,109.8,2015,août
08 - Communication,59.6,2015,août
09 - Loisirs et culture,96.8,2015,août
10 - Enseignement,138.5,2015,août
11 - Restaurants et hôtels,123.1,2015,août
12 - Biens et services divers,114.2,2015,août
Ensemble,115.5,2015,août
Produits alimentaires,123.8,2015,août
Produits non alimentaires,109.6,2015,août
