Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,125.9,2019,juillet
02 - Boissons alcoolisées et tabac,159.4,2019,juillet
03 - Articles d'habillements et chaussures,117.7,2019,juillet
"04 - Logements, eau, électricité et autres combustibles",117.4,2019,juillet
"05 - Meubles, articles de ménages et entretien courant du foyer",112.2,2019,juillet
06 - Santé,106.8,2019,juillet
07 - Transport,112.7,2019,juillet
08 - Communication,59.7,2019,juillet
09 - Loisirs et culture,101.3,2019,juillet
10 - Enseignement,153.5,2019,juillet
11 - Restaurants et hôtels,133.5,2019,juillet
12 - Biens et services divers,123.5,2019,juillet
Ensemble,120.2,2019,juillet
Produits alimentaires,127.2,2019,juillet
Produits non alimentaires,114.7,2019,juillet
