Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,118.3,2022,septembre
02 - Boissons alcoolisées et tabac,129.8,2022,septembre
03 - Articles d'habillements et chaussures,111.0,2022,septembre
"04 - Logements, eau, électricité et autres combustibles",103.9,2022,septembre
"05 - Meubles,articles de ménages et entretien courant du foyer",108.8,2022,septembre
06 - Santé,101.9,2022,septembre
07 - Transport,122.5,2022,septembre
08 - Communication,104.2,2022,septembre
09 - Loisirs et culture,106.0,2022,septembre
10 - Enseignement,115.3,2022,septembre
11 - Restaurants et hôtels,109.2,2022,septembre
12 - Biens et services divers,110.8,2022,septembre
Ensemble,113.2,2022,septembre
Produits alimentaires,118.8,2022,septembre
Produits non alimentaires,109.6,2022,septembre
