Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,122.3,2015,avril
02 - Boissons alcoolisées et tabac,118.3,2015,avril
03 - Articles d'habillements et chaussures,112.3,2015,avril
"04 - Logements, eau, électricité et autres combustibles",112.7,2015,avril
"05 - Meubles, articles de ménages et entretien courant du foyer",108.6,2015,avril
06 - Santé,104.1,2015,avril
07 - Transport,109.5,2015,avril
08 - Communication,59.5,2015,avril
09 - Loisirs et culture,96.3,2015,avril
10 - Enseignement,138.5,2015,avril
11 - Restaurants et hôtels,121.9,2015,avril
12 - Biens et services divers,114.0,2015,avril
Ensemble,114.7,2015,avril
Produits alimentaires,122.1,2015,avril
Produits non alimentaires,109.4,2015,avril
