Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,124.4,2019,mars
02 - Boissons alcoolisées et tabac,159.4,2019,mars
03 - Articles d'habillements et chaussures,117.1,2019,mars
"04 - Logements, eau, électricité et autres combustibles",117.1,2019,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",112.1,2019,mars
06 - Santé,106.6,2019,mars
07 - Transport,111.5,2019,mars
08 - Communication,59.6,2019,mars
09 - Loisirs et culture,100.8,2019,mars
10 - Enseignement,153.5,2019,mars
11 - Restaurants et hôtels,133.1,2019,mars
12 - Biens et services divers,123.0,2019,mars
Ensemble,119.5,2019,mars
Produits alimentaires,125.8,2019,mars
Produits non alimentaires,114.4,2019,mars
