Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,119.4,2014,mars
02 - Boissons alcoolisées et tabac,116.3,2014,mars
03 - Articles d'habillements et chaussures,111.9,2014,mars
"04 - Logements, eau, électricité et autres combustibles",107.2,2014,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",108.2,2014,mars
06 - Santé,105.4,2014,mars
07 - Transport,112.0,2014,mars
08 - Communication,59.5,2014,mars
09 - Loisirs et culture,96.4,2014,mars
10 - Enseignement,134.2,2014,mars
11 - Restaurants et hôtels,119.3,2014,mars
12 - Biens et services divers,113.2,2014,mars
Ensemble,112.7,2014,mars
Produits alimentaires,119.3,2014,mars
Produits non alimentaires,108.0,2014,mars
