Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,121.9,2015,mars
02 - Boissons alcoolisées et tabac,118.3,2015,mars
03 - Articles d'habillements et chaussures,112.4,2015,mars
"04 - Logements, eau, électricité et autres combustibles",112.6,2015,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",108.5,2015,mars
06 - Santé,104.0,2015,mars
07 - Transport,109.6,2015,mars
08 - Communication,59.5,2015,mars
09 - Loisirs et culture,96.2,2015,mars
10 - Enseignement,138.5,2015,mars
11 - Restaurants et hôtels,121.5,2015,mars
12 - Biens et services divers,114.0,2015,mars
Ensemble,114.5,2015,mars
Produits alimentaires,121.8,2015,mars
Produits non alimentaires,109.3,2015,mars
