Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,119.6,2014,septembre
02 - Boissons alcoolisées et tabac,116.3,2014,septembre
03 - Articles d'habillements et chaussures,112.4,2014,septembre
"04 - Logements, eau, électricité et autres combustibles",111.8,2014,septembre
"05 - Meubles, articles de ménages et entretien courant du foyer",108.5,2014,septembre
06 - Santé,103.7,2014,septembre
07 - Transport,113.5,2014,septembre
08 - Communication,59.5,2014,septembre
09 - Loisirs et culture,96.3,2014,septembre
10 - Enseignement,138.1,2014,septembre
11 - Restaurants et hôtels,120.3,2014,septembre
12 - Biens et services divers,113.4,2014,septembre
Ensemble,113.7,2014,septembre
Produits alimentaires,119.4,2014,septembre
Produits non alimentaires,109.7,2014,septembre
