Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,101.3,2020,novembre
02 - Boissons alcoolisées et tabac,122.6,2020,novembre
03 - Articles d'habillements et chaussures,103.1,2020,novembre
"04 - Logements, eau, électricité et autres combustibles",102.0,2020,novembre
"05 - Meubles, articles de ménages et entretien courant du foyer",101.1,2020,novembre
06 - Santé,101.7,2020,novembre
07 - Transport,102.3,2020,novembre
08 - Communication,103.9,2020,novembre
09 - Loisirs et culture,99.3,2020,novembre
10 - Enseignement,110.3,2020,novembre
11 - Restaurants et hôtels,104.1,2020,novembre
12 - Biens et services divers,104.3,2020,novembre
Ensemble,102.7,2020,novembre
Produits alimentaires,102.1,2020,novembre
Produits non alimentaires,103.1,2020,novembre
