Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,123.3,2016,janvier
02 - Boissons alcoolisées et tabac,122.7,2016,janvier
03 - Articles d'habillements et chaussures,114.0,2016,janvier
"04 - Logements, eau, électricité et autres combustibles",113.7,2016,janvier
"05 - Meubles,articles de ménages et entretien courant du foyer",108.9,2016,janvier
06 – Santé,104.3,2016,janvier
07 – Transport,107.0,2016,janvier
08 – Communication,59.5,2016,janvier
09 - Loisirs et culture,97.0,2016,janvier
10 – Enseignement,141.4,2016,janvier
11 - Restaurants et hôtels,124.0,2016,janvier
12 - Biens et services divers,114.1,2016,janvier
Ensemble,115.3,2016,janvier
Produits alimentaires,123.2,2016,janvier
Produits non alimentaires,109.6,2016,janvier
