Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,123.7,2015,décembre
02 - Boissons alcoolisées et tabac,122.7,2015,décembre
03 - Articles d'habillements et chaussures,114.0,2015,décembre
"04 - Logements, eau, électricité et autres combustibles",113.1,2015,décembre
"05 - Meubles, articles de ménages et entretien courant du foyer",108.8,2015,décembre
06 – Santé,104.3,2015,décembre
07 – Transport,107.4,2015,décembre
08 – Communication,59.5,2015,décembre
09 - Loisirs et culture,96.9,2015,décembre
10 – Enseignement,141.4,2015,décembre
11 - Restaurants et hôtels,124.0,2015,décembre
12 - Biens et services divers,114.0,2015,décembre
Ensemble,115.4,2015,décembre
Produits alimentaires,123.6,2015,décembre
Produits non alimentaires,109.5,2015,décembre
