Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,129.5,2024,juin
02 - Boissons alcoolisées et tabac,140.1,2024,juin
03 - Articles d'habillements et chaussures,116.2,2024,juin
"04 - Logements, eau, électricité et autres combustibles",108.6,2024,juin
"05 - Meubles, articles de ménages et entretien courant du foyer",112.1,2024,juin
06 - Santé,101.2,2024,juin
07 - Transport,119.8,2024,juin
08 - Communication,104.1,2024,juin
09 - Loisirs et culture,105.6,2024,juin
10 - Enseignement,119.1,2024,juin
11 - Restaurants et hôtels,117.0,2024,juin
12 - Biens et services divers,115.1,2024,juin
Ensemble,119.0,2024,juin
Produits alimentaires,129.9,2024,juin
Produits non alimentaires,111.9,2024,juin
