Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,118.0,2012,juin
02 - Boissons alcoolisées et tabac,108.5,2012,juin
03 - Articles d'habillements et chaussures,107.8,2012,juin
"04 - Logements, eau, électricité et autres combustibles",105.3,2012,juin
"05 - Meubles, articles de ménages et entretien courant du foyer",107.3,2012,juin
06 - Santé,103.9,2012,juin
07 - Transport,107.8,2012,juin
08 - Communication,65.6,2012,juin
09 - Loisirs et culture,97.1,2012,juin
10 - Enseignement,122.1,2012,juin
11 - Restaurants et hôtels,113.2,2012,juin
12 - Biens et services divers,110.6,2012,juin
Ensemble,110.4,2012,juin
Produits alimentaires,117.5,2012,juin
Produits non alimentaires,105.3,2012,juin
