Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,121.3,2014,janvier
02 - Boissons alcoolisées et tabac,116.3,2014,janvier
03 - Articles d'habillements et chaussures,111.9,2014,janvier
"04 - Logements, eau, électricité et autres combustibles",107.2,2014,janvier
"05 - Meubles,articles de ménages et entretien courant du foyer",107.7,2014,janvier
06 – Santé,105.3,2014,janvier
07 – Transport,110.5,2014,janvier
08 – Communication,59.5,2014,janvier
09 - Loisirs et culture,96.8,2014,janvier
10 – Enseignement,134.2,2014,janvier
11 - Restaurants et hôtels,118.9,2014,janvier
12 - Biens et services divers,113.2,2014,janvier
Ensemble,113.2,2014,janvier
Produits alimentaires,121.0,2014,janvier
Produits non alimentaires,107.7,2014,janvier
