Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,100.8,2020,juin
02 - Boissons alcoolisées et tabac,120.2,2020,juin
03 - Articles d'habillements et chaussures,102.4,2020,juin
"04 - Logements, eau, électricité et autres combustibles",101.8,2020,juin
"05 - Meubles, articles de ménages et entretien courant du foyer",100.8,2020,juin
06 - Santé,101.5,2020,juin
07 - Transport,98.4,2020,juin
08 - Communication,103.9,2020,juin
09 - Loisirs et culture,99.3,2020,juin
10 - Enseignement,108.4,2020,juin
11 - Restaurants et hôtels,103.3,2020,juin
12 - Biens et services divers,103.8,2020,juin
Ensemble,101.9,2020,juin
Produits alimentaires,101.6,2020,juin
Produits non alimentaires,102.1,2020,juin
