Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,101.9,2021,juillet
02 - Boissons alcoolisées et tabac,125.5,2021,juillet
03 - Articles d'habillements et chaussures,104.4,2021,juillet
"04 - Logements, eau, électricité et autres combustibles",102.7,2021,juillet
"05 - Meubles, articles de ménages et entretien courant du foyer",101.9,2021,juillet
06 - Santé,101.7,2021,juillet
07 - Transport,106.7,2021,juillet
08 - Communication,103.6,2021,juillet
09 - Loisirs et culture,100.0,2021,juillet
10 - Enseignement,110.3,2021,juillet
11 - Restaurants et hôtels,104.8,2021,juillet
12 - Biens et services divers,106.9,2021,juillet
Ensemble,103.8,2021,juillet
Produits alimentaires,102.8,2021,juillet
Produits non alimentaires,104.4,2021,juillet
