Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,117.8,2012,mai
02 - Boissons alcoolisées et tabac,108.4,2012,mai
03 - Articles d'habillements et chaussures,107.6,2012,mai
"04 - Logements, eau, électricité et autres combustibles",105.3,2012,mai
"05 - Meubles, articles de ménages et entretien courant du foyer",107.3,2012,mai
06 - Santé,103.8,2012,mai
07 - Transport,103.7,2012,mai
08 - Communication,65.6,2012,mai
09 - Loisirs et culture,96.4,2012,mai
10 - Enseignement,122.1,2012,mai
11 - Restaurants et hôtels,112.9,2012,mai
12 - Biens et services divers,110.6,2012,mai
Ensemble,109.8,2012,mai
Produits alimentaires,117.3,2012,mai
Produits non alimentaires,104.4,2012,mai
