Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,112.7,2022,avril
02 - Boissons alcoolisées et tabac,129.8,2022,avril
03 - Articles d'habillements et chaussures,109.1,2022,avril
"04 - Logements, eau, électricité et autres combustibles",103.3,2022,avril
"05 - Meubles,articles de ménages et entretien courant du foyer",104.8,2022,avril
06 - Santé,101.8,2022,avril
07 - Transport,118.1,2022,avril
08 - Communication,103.9,2022,avril
09 - Loisirs et culture,101.7,2022,avril
10 - Enseignement,111.7,2022,avril
11 - Restaurants et hôtels,105.2,2022,avril
12 - Biens et services divers,109.5,2022,avril
Ensemble,109.9,2022,avril
Produits alimentaires,113.4,2022,avril
Produits non alimentaires,107.6,2022,avril
