Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,101.5,2021,août
02 - Boissons alcoolisées et tabac,125.5,2021,août
03 - Articles d'habillements et chaussures,104.5,2021,août
"04 - Logements, eau, électricité et autres combustibles",102.8,2021,août
"05 - Meubles, articles de ménages et entretien courant du foyer",102.0,2021,août
06 - Santé,101.8,2021,août
07 - Transport,108.2,2021,août
08 - Communication,103.6,2021,août
09 - Loisirs et culture,100.1,2021,août
10 - Enseignement,110.3,2021,août
11 - Restaurants et hôtels,104.9,2021,août
12 - Biens et services divers,106.9,2021,août
Ensemble,103.8,2021,août
Produits alimentaires,102.4,2021,août
Produits non alimentaires,104.8,2021,août
