Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,128.7,2023,décembre
02 - Boissons alcoolisées et tabac,136.8,2023,décembre
03 - Articles d'habillements et chaussures,115.0,2023,décembre
"04 - Logements, eau, électricité et autres combustibles",105.1,2023,décembre
"05 - Meubles, articles de ménages et entretien courant du foyer",112.1,2023,décembre
06 - Santé,102.7,2023,décembre
07 - Transport,121.3,2023,décembre
08 - Communication,104.1,2023,décembre
09 - Loisirs et culture,105.1,2023,décembre
10 - Enseignement,119.1,2023,décembre
11 - Restaurants et hôtels,115.1,2023,décembre
12 - Biens et services divers,113.4,2023,décembre
Ensemble,118.2,2023,décembre
Produits alimentaires,129.0,2023,décembre
Produits non alimentaires,111.1,2023,décembre
