Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,112.5,2022,mai
02 - Boissons alcoolisées et tabac,129.8,2022,mai
03 - Articles d'habillements et chaussures,109.6,2022,mai
"04 - Logements, eau, électricité et autres combustibles",103.4,2022,mai
"05 - Meubles, articles de ménages et entretien courant du foyer",106.6,2022,mai
06 - Santé,101.9,2022,mai
07 - Transport,119.7,2022,mai
08 - Communication,103.8,2022,mai
09 - Loisirs et culture,104.6,2022,mai
10 - Enseignement,111.7,2022,mai
11 - Restaurants et hôtels,105.5,2022,mai
12 - Biens et services divers,109.8,2022,mai
Ensemble,110.2,2022,mai
Produits alimentaires,113.2,2022,mai
Produits non alimentaires,108.2,2022,mai
