Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,130.0,2018,mai
02 - Boissons alcoolisées et tabac,138.5,2018,mai
03 - Articles d'habillements et chaussures,116.3,2018,mai
"04 - Logements, eau, électricité et autres combustibles",116.1,2018,mai
"05 - Meubles, articles de ménages et entretien courant du foyer",110.7,2018,mai
06 - Santé,105.6,2018,mai
07 - Transport,112.2,2018,mai
08 - Communication,59.4,2018,mai
09 - Loisirs et culture,99.5,2018,mai
10 - Enseignement,148.4,2018,mai
11 - Restaurants et hôtels,131.9,2018,mai
12 - Biens et services divers,122.7,2018,mai
Ensemble,120.6,2018,mai
Produits alimentaires,130.3,2018,mai
Produits non alimentaires,113.7,2018,mai
