Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,120.5,2013,mars
02 - Boissons alcoolisées et tabac,115.5,2013,mars
03 - Articles d'habillements et chaussures,109.2,2013,mars
"04 - Logements, eau, électricité et autres combustibles",106.0,2013,mars
"05 - Meubles, articles de ménages et entretien courant du foyer",107.3,2013,mars
06 - Santé,104.4,2013,mars
07 - Transport,109.3,2013,mars
08 - Communication,65.4,2013,mars
09 - Loisirs et culture,97.4,2013,mars
10 - Enseignement,129.6,2013,mars
11 - Restaurants et hôtels,115.0,2013,mars
12 - Biens et services divers,112.0,2013,mars
Ensemble,112.3,2013,mars
Produits alimentaires,120.3,2013,mars
Produits non alimentaires,106.6,2013,mars
