Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,125.5,2017,juillet
02 - Boissons alcoolisées et tabac,125.3,2017,juillet
03 - Articles d'habillements et chaussures,115.7,2017,juillet
"04 - Logements, eau, électricité et autres combustibles",115.2,2017,juillet
"05 - Meubles, articles de ménages et entretien courant du foyer",109.8,2017,juillet
06 - Santé,105.2,2017,juillet
07 - Transport,109.5,2017,juillet
08 - Communication,59.4,2017,juillet
09 - Loisirs et culture,98.7,2017,juillet
10 - Enseignement,145.5,2017,juillet
11 - Restaurants et hôtels,129.6,2017,juillet
12 - Biens et services divers,115.2,2017,juillet
Ensemble,117.3,2017,juillet
Produits alimentaires,125.5,2017,juillet
Produits non alimentaires,111.5,2017,juillet
