Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,102.6,2020,août
02 - Boissons alcoolisées et tabac,122.6,2020,août
03 - Articles d'habillements et chaussures,102.1,2020,août
"04 - Logements, eau, électricité et autres combustibles",101.9,2020,août
"05 - Meubles, articles de ménages et entretien courant du foyer",100.8,2020,août
06 - Santé,101.7,2020,août
07 - Transport,102.0,2020,août
08 - Communication,104.0,2020,août
09 - Loisirs et culture,99.1,2020,août
10 - Enseignement,108.4,2020,août
11 - Restaurants et hôtels,103.6,2020,août
12 - Biens et services divers,104.2,2020,août
Ensemble,103.0,2020,août
Produits alimentaires,103.4,2020,août
Produits non alimentaires,102.7,2020,août
