Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,124.0,2015,septembre
02 - Boissons alcoolisées et tabac,122.7,2015,septembre
03 - Articles d'habillements et chaussures,113.2,2015,septembre
"04 - Logements, eau, électricité et autres combustibles",113.0,2015,septembre
"05 - Meubles, articles de ménages et entretien courant du foyer",108.6,2015,septembre
06 - Santé,104.2,2015,septembre
07 - Transport,108.2,2015,septembre
08 - Communication,59.6,2015,septembre
09 - Loisirs et culture,96.9,2015,septembre
10 - Enseignement,141.2,2015,septembre
11 - Restaurants et hôtels,123.1,2015,septembre
12 - Biens et services divers,114.1,2015,septembre
Ensemble,115.5,2015,septembre
Produits alimentaires,124.0,2015,septembre
Produits non alimentaires,109.5,2015,septembre
