Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,126.4,2020,février
02 - Boissons alcoolisées et tabac,159.4,2020,février
03 - Articles d'habillements et chaussures,119.0,2020,février
"04 - Logements, eau, électricité et autres combustibles",117.6,2020,février
"05 - Meubles, articles de ménages et entretien courant du foyer",112.6,2020,février
06 - Santé,107.7,2020,février
07 - Transport,111.9,2020,février
08 - Communication,59.5,2020,février
09 - Loisirs et culture,101.6,2020,février
10 - Enseignement,157.6,2020,février
11 - Restaurants et hôtels,134.8,2020,février
12 - Biens et services divers,124.6,2020,février
Ensemble,120.8,2020,février
Produits alimentaires,127.7,2020,février
Produits non alimentaires,115.4,2020,février
