Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,120.4,2014,février
02 - Boissons alcoolisées et tabac,116.3,2014,février
03 - Articles d'habillements et chaussures,111.9,2014,février
"04 - Logements, eau, électricité et autres combustibles",107.2,2014,février
"05 - Meubles, articles de ménages et entretien courant du foyer",107.9,2014,février
06 - Santé,105.4,2014,février
07 - Transport,111.9,2014,février
08 - Communication,59.5,2014,février
09 - Loisirs et culture,96.4,2014,février
10 - Enseignement,134.2,2014,février
11 - Restaurants et hôtels,118.9,2014,février
12 - Biens et services divers,113.2,2014,février
Ensemble,113.0,2014,février
Produits alimentaires,120.1,2014,février
Produits non alimentaires,108.0,2014,février
