Division par produits,ipc,annee,mois
01 - Produits alimentaires et boissons non alcoolisées,119.3,2014,avril
02 - Boissons alcoolisées et tabac,116.4,2014,avril
03 - Articles d'habillements et chaussures,111.7,2014,avril
"04 - Logements, eau, électricité et autres combustibles",107.4,2014,avril
"05 - Meubles, articles de ménages et entretien courant du foyer",108.2,2014,avril
06 - Santé,105.9,2014,avril
07 - Transport,113.0,2014,avril
08 - Communication,59.5,2014,avril
09 - Loisirs et culture,96.4,2014,avril
10 - Enseignement,134.2,2014,avril
11 - Restaurants et hôtels,119.3,2014,avril
12 - Biens et services divers,113.2,2014,avril
Ensemble,112.8,2014,avril
Produits alimentaires,119.1,2014,avril
Produits non alimentaires,108.3,2014,avril
